,character,statement,line,book,scene
1162,albus dumbledore,"Fortunately, our young Mr. Potter discovered it. (a chill to his voice) One only hopes that no more of Lord Voldemort's old school things find their way into innocent hands. The consequences for the one responsible could be... severe.",1162,2,"['albus dumbledore', 'harry']"
1166,harry,"Sir? I wonder if I could have that. Dumbledore looks up, follows Harry's eyes to the diary. 135A EXT. DUMBLEDORE'S OFFICE - DAY (MOMENTS LATER) 135A As the elevator opens, Harry dashes out.",1166,2,"['albus dumbledore', 'harry']"
1167,harry,"Mr. Malfoy! I have something of yours. Harry comes up running, thrusts the diary into Malfoy's hand.",1167,2,"['albus dumbledore', 'harry']"
1169,harry,"I think you do, sir. I think you slipped it into Ginny Weasley's cauldron that day in Diagon Alley. Malfoy shoves the diary into Dobby's face, then leans close to Harry and, with a nasty grin, WHISPERS",1169,2,"['albus dumbledore', 'harry']"
1188,albus dumbledore,"Before we begin our feast, let's give a round of applause to Professor Sprout and Madame Pomfrey, whose Mandrake Juice has been successfully administered to all those who had been petrified. Everyone applauds.",1188,2,"['albus dumbledore', 'ron', 'harry', 'hermione']"
1189,albus dumbledore,"Also, in the wake of recent events, as a school treat, all exams have been cancelled. Everyone cheers, save for Hermione.",1189,2,"['albus dumbledore', 'ron', 'harry', 'hermione']"
1190,hermione,"Oh, no! At the rear of the Hall, the great doors OPEN. It's Hagrid. He enters. Stops. Looks around. The room falls SILENT. All eyes upon him. He glances around. Nervous. Embarrassed.",1190,2,"['albus dumbledore', 'ron', 'harry', 'hermione']"
1191,hagrid,Sorry I'm late. The owl deliverin' my release papers got all lost 'n confused. Some ruddy bird named Errol.,1191,2,"['albus dumbledore', 'hermione', 'ron', 'harry', 'hagrid']"
1194,hagrid,"I jus' want to say... that if it wasn't fer' you, Harry... you an' Ron... and Hermione... Well, I jus' want to say... Thanks.",1194,2,"['albus dumbledore', 'hermione', 'ron', 'harry', 'hagrid']"
1195,harry,"There's no Hogwarts without you, Hagrid. Just then... Dumbledore gets to his feet and... slowly... brings his hands together. The others join him. Soon, everyone is on their feet and the Hall ROARING. As the students surround Hagrid, he blinks, wipes at his eyes, and... CAMERA PULLS BACK, THROUGH the window, leaving the celebration. WE CONTINUE TO CRANE BACK... BACK... TO a WIDE SHOT OF HOGWARTS... glittering gloriously in the night. FADE TO BLACK.",1195,2,"['albus dumbledore', 'hermione', 'ron', 'harry', 'hagrid']"
101,albus dumbledore,"welcome! welcome to another year at hogwarts! i have a few things to say, before we become befuddled by our excellent feast. i myself am particularly looking forward to the flaming kiwi cups, which, while somewhat treacherous for those of us with facial hair... mcgonagall clears her throat.",101,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
102,albus dumbledore,"as some of you may know, professor kettleburn, our care of magical creatures teacher for many years, has decided to retire in order to spend more time with his remaining limbs. fortunately, i'm delighted to announce that his place will be filled by none other than our own rubeus hagrid!",102,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
104,albus dumbledore,"the dementors will be stationed at the entrances to the grounds. while they are under strict orders not to enter the castle itself, you will on occasion see them as you go about your daily activities. under no circumstances are you to approach them. it is not in the nature of a dementor to be forgiving.",104,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
107,ron,"good to be home, eh, harry? harry turns -- caught -- and finds ron studying him from his own bed, scabbers cradled in his hand. harry nods and turns to the window..",107,3,"['albus dumbledore', 'ron', 'harry']"
112,ron,where'd you come from?,112,3,"['albus dumbledore', 'ron']"
188,albus dumbledore,mr. filch. round up the ghosts. tell them to search every painting in the castle for the fat lady.,188,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
190,albus dumbledore,dear lady. who did this to you?,190,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
191,albus dumbledore,"secure the castle, mr. filch. the rest of you... to the great hall.",191,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
194,albus dumbledore,(nodding) i didn't really expect him to linger.,194,3,"['albus dumbledore', 'ron']"
195,snape,"you may recall, prior to the start of term, i did express my concerns when you appointed professor --",195,3,"['albus dumbledore', 'ron', 'snape']"
196,albus dumbledore,"no... i feel quite confident the castle is safe. and i'm more than willing to let the students return to their houses. but tomorrow. for now, let them sleep... as dumbledore's gaze finds harry, he shuts his eyes, feigns sleep.",196,3,"['albus dumbledore', 'ron', 'snape']"
201,ron,"yeah, we'll call you... if we ever need someone mental.",201,3,"['albus dumbledore', 'ron', 'snape']"
203,harry,"excuse me, sir, but... where's professor lupin?",203,3,"['albus dumbledore', 'ron', 'harry', 'snape']"
204,ron,werewolves?,204,3,"['albus dumbledore', 'ron', 'harry', 'snape']"
205,snape,quiet!,205,3,"['albus dumbledore', 'ron', 'harry', 'snape']"
206,snape,"now. which of you can tell me the difference between an animagus and a werewolf? as the class stares mutely at a slide of an attacking werewolf, hermione waiting desperately for someone to respond to snape's question, the moth flutters by harry.",206,3,"['albus dumbledore', 'ron', 'harry', 'snape']"
303,albus dumbledore,sir cadogan. is it possible that you let a mysterious man enter gryffindor tower tonight?,303,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
305,harry,he was right there. close enough to touch. i could've killed him.,305,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
306,ron,i find it astonishing that someone who prides herself on being so logical can be in such denial.,306,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
307,ron,"harry was there! he'll tell you how it was. go on, harry, tell her.",307,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
308,ron,"really? wasn't you had to roll under the bed last night to avoid getting cut to ribbons! a person could die being your friend, harry! ron stops, wishes he could take it back. they all wish he could. avoiding each other's eyes, they turn, continue on.",308,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
309,hermione,"how'd it go, hagrid?",309,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
310,hermione,i meant the hearing.,310,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
311,hermione,(dreading it) and...? hagrid slings another rock into water.,311,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
312,ron,"draco. it's him the committee should punish. it's him they should send off to the forest, not buckbeak.",312,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
313,hermione,"(dreading the answer) where's he going, hagrid?",313,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
443,albus dumbledore,"i do, miss granger. but i'm sorry to say the word of three thirteen- year-old wizards will convince few others. a child's voice, however honest and true, is meaningless to those who have forgotten how to listen. as dumbledore turns to the window, a shooting star plummets silently through the sky.",443,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
444,albus dumbledore,"by the way, when in doubt, i find retracing my steps to be a wise place to begin... good luck. he smiles, exits. harry glances curiously at the chocolate.",444,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
445,hermione,"sorry, ron. but seeing as you can't walk... as ron and harry exchange a curious glance, the bell continues to chime -- ding! ding! -- and...",445,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
447,hermione,seven-thirty. where were we at seven-thirty?,447,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
448,hermione,"come on! we can't be seen! hermione grabs harry's arm, slams through the door.",448,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
449,harry,"hermione! will you please tell me what it is we're doing?! she holds up a hand, silencing him. annoyed, harry follows her gaze and blinks in disbelief. across the grounds...",449,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
450,harry,but that... that's... us. this is not... normal.,450,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
451,hermione,"this is a time-turner, harry. mcgonagall gave it to me first term. this is how i've been getting to my lessons all year.",451,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
452,hermione,yes. dumbledore wanted us to return to this moment. clearly something happened he wants us to change.,452,3,"['albus dumbledore', 'ron', 'harry', 'hermione']"
454,hermione,"hurry! malfoy's coming! hermione pulls harry under the bridge. seconds later, footsteps clamor over their heads.",454,3,"['albus dumbledore', 'harry', 'hermione']"
472,albus dumbledore,"professor dippet had those blackberries planted when he was headmaster... harry and hermione shoo buckbeak along, disappear into the forest... just as dumbledore concludes his reverie.",472,3,"['albus dumbledore', 'harry', 'hermione']"
474,albus dumbledore,(a hint of amusement) how extraordinary!,474,3,"['albus dumbledore', 'hermione']"
475,hagrid,"professor, i swear! i didn't!",475,3,"['albus dumbledore', 'hermione', 'hagrid']"
478,harry,now what?,478,3,"['albus dumbledore', 'harry', 'hermione', 'hagrid']"
479,harry,and we do that... how?,479,3,"['albus dumbledore', 'harry', 'hermione', 'hagrid']"
481,harry,wait until fred and george hear about that one.,481,3,"['albus dumbledore', 'harry', 'hermione', 'hagrid']"
482,harry,and now we wait.,482,3,"['albus dumbledore', 'harry', 'hagrid']"
483,hermione,"'least someone's enjoying himself. harry and hermione sit together in the lengthening shadows. harry snaps off a piece of chocolate, hands it to hermione.",483,3,"['albus dumbledore', 'harry', 'hermione', 'hagrid']"
484,hermione,yes?,484,3,"['albus dumbledore', 'harry', 'hermione', 'hagrid']"
518,albus dumbledore,"by the way, when in doubt, i always find retracing my steps to be a wise place to begin... good luck. as dumbledore begins to close the door, harry and hermione stumble frantically forward, the door about to hit the jamb, when... suddenly... dumbledore stops. looks up.",518,3,"['albus dumbledore', 'harry', 'hermione']"
519,harry,he's free -- sirius. we... we did it.,519,3,"['albus dumbledore', 'harry', 'hermione']"
521,hermione,"what d'you think, harry? too much for him -- everything that's happened tonight?",521,3,"['albus dumbledore', 'harry', 'hermione']"
