,character,statement,line,book,scene
988,hermione," Uh! I remember reading something in Herbology. {Ron: Help!} Um Devil's Snare, Devil's Scare, {The snare shuts Ron's mouth} it's deadly fun...but will sulk in the sun! That's it! Devil's Snare hates sunlight! {takes out wand and points upwards.} Lumus Solem! {A beam of light shoots out. The Snare shrieks and recoils. Ron falls below.}",988,1,"['ron', 'hermione', 'harry']"
989,ron, Ahhh!,989,1,"['ron', 'hermione', 'harry']"
990,harry," Ron, are you okay?",990,1,"['ron', 'hermione', 'harry']"
991,ron, Yeah.,991,1,"['ron', 'hermione', 'harry']"
992,harry, Okay.,992,1,"['ron', 'hermione', 'harry']"
993,ron, {stands} Whew. Lucky we didn't panic!,993,1,"['ron', 'hermione', 'harry']"
994,harry, Lucky Hermione pays attention in Herbology.,994,1,"['ron', 'hermione', 'harry']"
996,hermione, What is that?,996,1,"['ron', 'hermione', 'harry']"
997,harry, I don't know. Sounds like wings.,997,1,"['ron', 'hermione', 'harry']"
999,hermione, Curious. I've never seen birds like these.,999,1,"['ron', 'hermione', 'harry']"
1000,harry," They're not birds, they're keys. And I'll bet one of them fits that door. {They come upon a broomstick, suspended in the air.}",1000,1,"['ron', 'hermione', 'harry']"
1001,hermione, What's this all about?,1001,1,"['ron', 'hermione', 'harry']"
1002,harry, I don't know. Strange.,1002,1,"['ron', 'hermione', 'harry']"
1004,ron," {rattles lock.} Alohomora! {Shrugs} Well, it was worth a try.",1004,1,"['ron', 'hermione', 'harry']"
1005,hermione, Ugh! What're we going to do? There must be 1000 keys up there!,1005,1,"['ron', 'hermione', 'harry']"
1006,ron, We're looking for a big old fashioned one. Probably rusty like the handle.,1006,1,"['ron', 'hermione', 'harry']"
1007,harry, There! I see it! {points} The one with the broken wing! {He looks at the broom.},1007,1,"['ron', 'hermione', 'harry']"
1008,hermione," What's wrong, Harry?",1008,1,"['ron', 'hermione', 'harry']"
1009,harry, It's too simple.,1009,1,"['ron', 'hermione', 'harry']"
1010,ron," Oh, go on, Harry! If Snape can catch it on that old broomstick, you can! You're the youngest seeker in a century!",1010,1,"['ron', 'hermione', 'harry']"
1012,ron, This complicates things a bit!,1012,1,"['ron', 'hermione', 'harry']"
1014,harry, Catch the key!,1014,1,"['ron', 'hermione', 'harry']"
1016,ron, Hurry up!,1016,1,"['ron', 'hermione', 'harry']"
1019,hermione, I don't like this. I don't like this at all.,1019,1,"['ron', 'hermione', 'harry']"
1020,harry, Where are we? A graveyard.,1020,1,"['ron', 'hermione', 'harry']"
1021,ron," This is no graveyard. {sighs} It's a chessboard. {Walks out onto the marble board and flames light, illuminating the board and GIANT players. Harry and Hermione come up with him.}",1021,1,"['ron', 'hermione', 'harry']"
1022,harry, There's the door.,1022,1,"['ron', 'hermione', 'harry']"
1024,hermione, Now what do we do?,1024,1,"['ron', 'hermione', 'harry']"
1025,ron," It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight. {They all take their places.}",1025,1,"['ron', 'hermione', 'harry']"
1026,hermione, What happens now?,1026,1,"['ron', 'hermione', 'harry']"
1027,ron," {aboard a horse.} Well, white moves first, and then...we play. {A pawn on the other side moves forward. Ron studies the game.}",1027,1,"['ron', 'hermione', 'harry']"
1028,hermione," Ron, you don't suppose this is going to be like...real wizard's chess, do you?",1028,1,"['ron', 'hermione', 'harry']"
1029,ron," You there! D-5! {A black pawn moves forward, diagonal to the white pawn. The white pawn raises its swords and smashes the black one. The three jump.} Yes, Hermione, I think this is going to be exactly like wizard's chess!",1029,1,"['ron', 'hermione', 'harry']"
1031,ron," Castle to E-4! Smash! Ron: Pawn to C-3! Smash! Boom! The Queen turns, and smashes a piece! Harry, Ron and Hermione wince. The Queen turns again. Both Ron and Harry study the game.",1031,1,"['ron', 'hermione', 'harry']"
1032,harry, Wait a minute.,1032,1,"['ron', 'hermione', 'harry']"
1033,ron," You understand right, Harry. Once I make my move, the Queen will take me...then you'll be free to check the King.",1033,1,"['ron', 'hermione', 'harry']"
1034,harry," No, Ron! No!",1034,1,"['ron', 'hermione', 'harry']"
1035,hermione, What is it?,1035,1,"['ron', 'hermione', 'harry']"
1036,harry, He's going to sacrifice himself!,1036,1,"['ron', 'hermione', 'harry']"
1037,hermione," No, Ron, you can't! {Ron closes his eyes.} There must be another way!",1037,1,"['ron', 'hermione', 'harry']"
1038,ron," {turns to face Hermione.} Do you want to stop Snape or not? Harry, it's you that has to go on. I know it. Not me, not Hermione, you. {Harry nods.} Knight...to H-3.",1038,1,"['ron', 'hermione', 'harry']"
1040,ron, Check.,1040,1,"['ron', 'hermione', 'harry']"
1042,ron, Ahhhh!,1042,1,"['ron', 'hermione', 'harry']"
1043,harry," RON! {Hermione starts walking to him.} NO! Don't move! Dont forget, we're still playing. {Hermione moves back. Harry walks the diagonal in front of the King.} Checkmate. {The Kings sword falls onto the ground victory. Harry breathes out and then the two run to Ron. They bend beside him.} Take care of Ron. Then, go to the owlery. Send a message to Dumbledore. Ron's right...I have to go on.",1043,1,"['ron', 'hermione', 'harry']"
1044,hermione," You'll be okay, Harry. You're a great wizard, you really are.",1044,1,"['ron', 'hermione', 'harry']"
1045,harry, Not as good as you.,1045,1,"['ron', 'hermione', 'harry']"
1046,hermione," {smile} Me? Books and cleverness? There are more important things. Friendship, and bravery. And Harry, just be careful.",1046,1,"['ron', 'hermione', 'harry']"
1049,harry, You? {Quirrell turns around.} No. It can't be...Snape. He was the one,1049,1,"['ron', 'hermione', 'harry']"
1051,harry," B-but, that day, during the Quidditch Match, Snape tried to kill me.",1051,1,"['ron', 'hermione', 'harry']"
1053,harry, Snape was trying to...save me?,1053,1,"['hermione', 'harry']"
1055,harry, Th-then you let the troll in.,1055,1,"['hermione', 'harry']"
1104,hermione, {smile} Never better.,1104,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
1108,albus dumbledore," Another year gone. And now, as I understand it, the house cup needs awarding, and the points stand thus. In fourth place, Gryffindor with 312 points. {Clapping. Harry and Hermione hide their heads.} Third place, Hufflepuff, with 352 points. {Clapping.} In second place, Ravenclaw, with 426 points. {Clapping.} And in first place, with 472 points, Slytherin House.",1108,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
1112,albus dumbledore," Yes, yes, well done Slytherin, well done Slytherin. However, recent events must be taken into account. And I have a few last minute points to award. {The Gryffindor students look up.} To Miss Hermione Granger, for the use of cool intellect when others were in great peril, 50 points. {Applause.}",1112,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
1113,harry, {Pats} Good job.,1113,1,"['hermione', 'albus dumbledore', 'harry']"
1114,albus dumbledore," Second, to Mr. Ronald Weasley, for the best played game of chess {Ron looks at Harry and mouths, 'Me?' Harry nods, and mouths, 'You!'} that Hogwarts has seen these many years...50 points. {Applause} And third, to Mr. Harry Potter, for pure nerve and outstanding courage, I award Gryffindor house 60 points. {Immense cheering.}",1114,1,"['hermione', 'albus dumbledore', 'harry']"
1115,hermione, We're tied with Slytherin!,1115,1,"['hermione', 'albus dumbledore', 'harry']"
1116,albus dumbledore," And finally, it takes a great deal of bravery to stand up to your enemies, but a great deal more to stand up to your friends. I award 10 points to Neville Longbottom.",1116,1,"['hermione', 'albus dumbledore', 'harry']"
1118,albus dumbledore," Assuming that my calculations are correct, I believe that a change of direction is in order. {Claps. The green banners change to Gryffindor red and yellow.} Gryffindor wins the House Cup!",1118,1,"['hermione', 'albus dumbledore', 'harry']"
1120,hagrid, Yes! {grins},1120,1,"['hermione', 'albus dumbledore', 'harry', 'hagrid']"
1128,hermione," Come on, Harry.",1128,1,"['hermione', 'albus dumbledore', 'hagrid']"
1129,harry, One minute. {He walks over to Hagrid.},1129,1,"['hermione', 'harry', 'hagrid']"
1130,hagrid," Thought you were leaving without saying good-bye, didja? {Hagrid takes a red album out of his coat pocket and hands it to Harry.} This is for you.",1130,1,"['hermione', 'harry', 'hagrid']"
1132,harry," Thanks, Hagrid. {Shakes Hagrid's hand, then hugs him tightly.}",1132,1,"['hermione', 'harry', 'hagrid']"
1133,hagrid," Oh. Go on...on with you. {Harry lets go.} Oh, listen, Harry, if that dolt of a cousin of yours, Dudley, gives you any grief, you could always, um, threaten him with a nice pair of ears to go with that tail of his.",1133,1,"['hermione', 'harry', 'hagrid']"
1134,harry," But Hagrid, we're not allowed to do magic away from Hogwarts. You know that.",1134,1,"['hermione', 'harry', 'hagrid']"
1135,hagrid," I do. But your cousin don't, do he? Eh? {chuckle} Off you go.",1135,1,"['hermione', 'harry', 'hagrid']"
1137,hermione," Feels strange to be going home, doesn't it?",1137,1,"['hermione', 'harry', 'hagrid']"
1138,harry, I'm not going home. Not really.,1138,1,"['hermione', 'harry', 'hagrid']"
166,hermione,"Hello, Hagrid. Oh, it's wonderful to see you two again. She stops then, cocks her head curiously at Harry, then takes out her wand and points it directly between his eyes.",166,2,"['hermione', 'harry', 'hagrid']"
167,hermione,"Oculus Reparo. Instantly, Harry's glasses are mended.",167,2,"['hermione', 'harry', 'hagrid']"
168,harry,I need to remember that one.,168,2,"['hermione', 'harry', 'hagrid']"
169,hermione,"C'mon. Everyone's been so worried. Hermione leads them to Gringotts, where Hermione's rather nervous-looking Muggle parents stand with the Weasleys.",169,2,"['hermione', 'harry', 'hagrid']"
172,hermione,"Isn't it thrilling! Gilderoy Lockhart's going to be there! We can actually meet him! I mean, he's written almost the whole booklist! As Mrs. Weasley and Hermione dash off, Harry frowns.",172,2,"['hermione', 'harry', 'hagrid']"
173,harry,Who?,173,2,"['hermione', 'harry', 'hagrid']"
179,ron,"Mum fancies him. For this, Mrs. Weasley gives Ron a jab in the shoulder. A SHORT MAN WITH A CAMERA bumps past.",179,2,"['ron', 'hermione', 'harry']"
197,hermione,"Fear of a name only increases fear of the thing itself. Lucius Malfoy's eyes slide, find Hermione staring defiantly.",197,2,"['hermione', 'harry']"
207,hagrid,"Ignore 'im, Arthur. Mr. Weasley backs away. Lucius Malfoy tosses Ginny's BATTERED TEXTBOOK back into her cauldron.",207,2,"['hermione', 'hagrid']"
294,hermione,I should think you'd count yourself lucky that's all you got.,294,2,"['ron', 'hermione', 'albus dumbledore', 'harry']"
295,ron,"I should think you'd mind your own business. They glare at each other. PROFESSOR SPROUT, a squat little witch, TAPS her wand on a stack of POTS.",295,2,"['ron', 'hermione', 'albus dumbledore', 'harry']"
297,hermione,"Mandrake, or Mandragora, is used to return those who have been transfigured to their original state. It's also quite dangerous. The Mandrake's cry is fatal to anyone who hears it.",297,2,"['ron', 'hermione', 'albus dumbledore', 'harry']"
306,ron,Say it. I'm doomed.,306,2,"['ron', 'hermione']"
307,harry,"You're doomed. FLASH! -- a LIGHT BLINDS Harry. He blinks, finds a small boy (COLIN CREEVEY) standing before him with a CAMERA.",307,2,"['ron', 'hermione', 'harry']"
339,hermione,"(raising her wand) Immobilus! The pixies FREEZE IN MIDAIR. Neville falls, PLOPS onto Lockhart's desk, shaken but unhurt. He looks at Hermione.",339,2,"['ron', 'hermione']"
342,ron,Can you believe him?,342,2,"['ron', 'hermione']"
343,hermione,I'm sure Professor Lockhart just wanted to give us some hands-on experience.,343,2,"['ron', 'hermione']"
344,harry,"Hands on? Hermione, he didn't have a clue what he was doing.",344,2,"['ron', 'hermione', 'harry']"
346,hermione,Rubbish. Read his books. You'll see all the amazing things he's done.,346,2,"['ron', 'hermione', 'harry']"
347,ron,He says he's done.,347,2,"['ron', 'hermione', 'harry']"
352,ron,Uh-oh. I smell trouble.,352,2,"['ron', 'hermione', 'harry']"
356,harry,Draco?,356,2,"['ron', 'hermione', 'harry']"
361,hermione,At least no one on the Gryffindor team had to buy their way in. They got in on pure talent.,361,2,"['ron', 'hermione', 'harry']"
365,ron,"You'll pay for that one, Malfoy! (whips out his wand) Eat slugs! Ron points his cracked wand at Malfoy. PFFT! -- a BOLT of GREEN LIGHT scissors out the wrong end, hitting Ron himself in the stomach. As he drops to the grass, Hermione runs to him",365,2,"['ron', 'hermione', 'harry']"
366,hermione,"Ron! Say something! Ron opens his mouth and... BELCHES. Hermione draws back, and watches a TRIO of SLUGS dribble out his mouth. The Slytherins CROW with LAUGHTER. Angrily, Ron rises, only to BELCH again. Fascinated, Colin Creevey runs up with his camera.",366,2,"['ron', 'hermione', 'harry']"
368,harry,"Get out of the way, Colin! (to Hermione) Let's take him to Hagrid. He'll know what to do. 46 INT. HAGRID'S HUT - DAY 46 Hagrid rummages about, looking for something.",368,2,"['ron', 'hermione', 'harry']"
369,hagrid,"Got jus' the thing. Set 'im down on that chair o'er there. As Ron sits, Hagrid pitches a BUCKET between his knees. Harry and Hermione glance up questioningly. Hagrid shrugs.",369,2,"['ron', 'hermione', 'harry', 'hagrid']"
371,hagrid,Better out than in. Who was he tryin' ter curse anyway?,371,2,"['ron', 'hermione', 'harry', 'hagrid']"
372,harry,"Malfoy. He called Hermione, well, I don't know exactly what it means...",372,2,"['ron', 'hermione', 'harry', 'hagrid']"
373,hermione,(quietly) He called me a Mudblood.,373,2,"['ron', 'hermione', 'harry', 'hagrid']"
374,hagrid,"He didn'! Harry looks confused. Hermione glances at him, then away, obviously pained by this.",374,2,"['ron', 'hermione', 'harry', 'hagrid']"
375,hermione,It means dirty blood. Mudblood's a really foul name for someone who was Muggle-born. Someone with non-magic parents. Someone... like me. It's not a term one usually hears in civilized conversation.,375,2,"['ron', 'hermione', 'harry', 'hagrid']"
376,hagrid,"Yeh see, Harry. There are some wizards -- like Malfoy's family -- who think they're better than everyone else 'cause they're what people call pureblood.",376,2,"['hermione', 'harry', 'hagrid']"
377,harry,That's horrible.,377,2,"['hermione', 'harry', 'hagrid']"
378,ron,(BELCHES forth a slug) It's disgusting!,378,2,"['ron', 'hermione', 'harry', 'hagrid']"
379,hagrid,"An' it's codswallop ter boot. Dirty blood. There's 'ardly a wizard today that's not half-blood or less. If we 'adn't married Muggles we'd've died out long ago. Besides, they haven't invented a spell our Hermione can't do... (taking her shoulder) Don' you think on it, Hermione. Don' you think on it fer a minute. /45A.",379,2,"['ron', 'hermione', 'harry', 'hagrid']"
396,hermione,Harry!,396,2,"['hermione', 'harry']"
397,harry,Did you hear it?,397,2,"['hermione', 'harry']"
398,ron,Hear what?,398,2,"['ron', 'hermione', 'harry']"
399,harry,That... voice.,399,2,"['ron', 'hermione', 'harry']"
400,hermione,Voice? What voice?,400,2,"['ron', 'hermione', 'harry']"
401,harry,"(eyes darting around) I heard it first in Lockhart's office and then again, just --",401,2,"['ron', 'hermione', 'harry']"
403,harry,"It's moving. I think it's going to... kill. Harry runs off. Hermione and Ron exchange a glance, follow.",403,2,"['ron', 'hermione', 'harry']"
407,ron,"Harry, what are you doing? He points. SHIMMERING on the wall are the words he saw reflected in water.",407,2,"['ron', 'hermione', 'harry']"
409,hermione,'The Chamber of Secrets has been opened...?',409,2,"['ron', 'hermione', 'harry']"
410,ron,What's that? Hanging underneath?,410,2,"['ron', 'hermione', 'harry']"
411,harry,"That's Filch's cat. Mrs. Norris. The cat hangs stiffly by her tail from a torch bracket, eyes open and blank. Harry's eyes shift to the adjacent WINDOW near the topmost pane, SPIDERS scuttle up a silvery thread, fight to get through a crack in the glass.",411,2,"['ron', 'hermione', 'harry']"
412,hermione,Look at that. Have you ever seen spiders act like that? Ron...?,412,2,"['ron', 'hermione', 'harry']"
413,ron,"(backing away) I... don't... like... spiders. Suddenly, the stairwell is alive with VOICES and, seconds later, dozens of students stream forth, CHATTERING... when they stop, seeing the wall and, standing before it, Harry, Ron and Hermione. A thudding SILENCE falls. Then Draco pushes forward, eyes the wall, and grins nastily.",413,2,"['ron', 'hermione', 'harry']"
417,albus dumbledore,"Argus! Dumbledore marches forward, trailed by a phalanx of teachers. Seeing the wall, Dumbledore's face darkens.",417,2,"['ron', 'hermione', 'albus dumbledore', 'harry']"
418,albus dumbledore,"Everyone will proceed to their dormitories immediately. (to Harry, Ron, Hermione) Everyone except you three. As the corridor empties, Dumbledore steps to the wall and, with extreme gentleness, removes Mrs. Norris.",418,2,"['ron', 'hermione', 'albus dumbledore', 'harry']"
420,albus dumbledore,"She's not dead, Argus. She's been Petrified.",420,2,"['ron', 'hermione', 'albus dumbledore', 'harry']"
422,albus dumbledore,But how she's been Petrified... I cannot say.,422,2,"['ron', 'hermione', 'albus dumbledore']"
431,hermione,"That's why Ron and I went looking for him, Professor. We'd just found him when Harry said...",431,2,"['hermione', 'snape', 'albus dumbledore', 'harry']"
432,snape,"(raising an eyebrow) Yes, Miss Granger?",432,2,"['hermione', 'snape', 'albus dumbledore', 'harry']"
433,harry,"When I said I wasn't hungry. We were heading back to the Common Room and... found Mrs. Norris. Snape eyes Harry coldly, knowing he's lying. Harry looks away... and finds Dumbledore studying him as well.",433,2,"['hermione', 'snape', 'harry']"
434,albus dumbledore,Innocent until proven guilty.,434,2,"['hermione', 'snape', 'albus dumbledore', 'harry']"
437,albus dumbledore,"We will be able to cure her, Argus. As I understand it, Madam Sprout has a very healthy growth of Mandrakes. When they have matured, a potion will be made which will revive Mrs. Norris. In the meantime, I advise caution. To all.",437,2,"['hermione', 'snape', 'albus dumbledore', 'harry']"
439,ron,"A Squib's someone who's born into a wizarding family but hasn't got any powers of their own. It's why Filch is trying to learn magic from a Kwikspell course. It's also why he hates students so much. He's bitter. Hermione, who's only been half-listening -- as if trying to unravel something in her mind -- speaks then.",439,2,"['hermione', 'albus dumbledore', 'harry', 'ron', 'snape']"
440,hermione,Harry. This voice. You said you heard it first in Lockhart's office?,440,2,"['hermione', 'albus dumbledore', 'harry', 'ron', 'snape']"
441,harry,Yes.,441,2,"['hermione', 'albus dumbledore', 'harry', 'ron', 'snape']"
442,hermione,And did he hear it?,442,2,"['hermione', 'albus dumbledore', 'harry', 'ron', 'snape']"
443,harry,He said he didn't.,443,2,"['ron', 'hermione', 'albus dumbledore', 'harry']"
444,ron,Maybe he was lying.,444,2,"['ron', 'hermione', 'albus dumbledore', 'harry']"
445,hermione,"I hardly think someone with Gilderoy Lockhart's credentials would lie to one of his students, Ronald. Besides, if you recall, we didn't hear anything either.",445,2,"['ron', 'hermione', 'albus dumbledore', 'harry']"
447,harry,"You do believe me, don't you?",447,2,"['ron', 'hermione', 'albus dumbledore', 'harry']"
448,hermione,"'Course we do. It's just... it's a bit weird, isn't it? You hear this voice and then... Mrs. Norris turns up Petrified.",448,2,"['ron', 'hermione', 'harry']"
449,harry,"I can't explain it -- it was... scary. (frowning) D'you think I should've told them -- Dumbledore and the others, I mean.",449,2,"['ron', 'hermione', 'harry']"
450,ron,Are you mad!,450,2,"['ron', 'hermione', 'harry']"
451,hermione,"No, Harry. Even in the wizarding world, hearing voices isn't a good sign.",451,2,"['ron', 'hermione', 'harry']"
455,hermione,"Professor, I was wondering if you could tell us about the Chamber of Secrets? A HUSH falls over the class. PROFESSOR McGONAGALL My subject is Transfiguration, Miss Granger.",455,2,"['ron', 'hermione', 'harry']"
456,hermione,"Yes, Professor. But there seems to be very little written about the Chamber of Secrets. For those of us with a personal interest in the subject, that is... disturbing. Malfoy regards Hermione with chilly amusement. McGonagall considers Hermione's question for a long moment, then nods. PROFESSOR McGONAGALL Very well. You all know, of course, that Hogwarts was founded over a thousand years ago by the four greatest witches and wizards of the age (CONTINUED)",456,2,"['ron', 'hermione', 'harry']"
459,ron,"Three glasses who? PROFESSOR McGONAGALL Salazar Slytherin wished to be more selective about the students admitted to Hogwarts. He believed that magical learning should be kept within all-magic families. In other words, purebloods. Unable to sway the others, he decided to leave the school. (a beat) According to legend, Slytherin had built a hidden chamber in this castle, known as the Chamber of Secrets. Shortly before departing, he sealed it until that time when his own true heir returned to the school. The heir alone would be able to open the Chamber of Secrets and unleash the horror within, and by so doing, purge the school of all those who, in Slytherin's view, were unworthy to study magic.",459,2,"['ron', 'hermione', 'harry']"
460,hermione,"Muggle-borns. PROFESSOR McGONAGALL Yes. Naturally, the school has been searched many times for such a chamber. It has never been found.",460,2,"['ron', 'hermione']"
461,hermione,"Professor, what exactly does legend tell us lies within the Chamber? PROFESSOR McGONAGALL The Chamber is said to be home to something which the heir of Slytherin alone can control. It is said to be home... to a monster. Ron's eyes shift. Malfoy sits calmly, smiling to himself. . 63 INT. CORRIDOR - DAY 63 Harry, Hermione, and Ron thread their way through the teeming corridor. Up ahead, Malfoy walks with Crabbe and Goyle.",461,2,"['ron', 'hermione']"
462,ron,D'you think it's true? D'you think there really is a Chamber of Secrets?,462,2,"['ron', 'hermione']"
463,hermione,Yes. Couldn't you tell McGonagall's worried. All the teachers are.,463,2,"['ron', 'hermione']"
464,harry,"But if there really is a Chamber of Secrets, and it's really been opened, that means...",464,2,"['ron', 'hermione', 'harry']"
465,hermione,"The Heir of Slytherin has returned to Hogwarts. The question is, who is it?",465,2,"['ron', 'hermione', 'harry']"
466,ron,(in mock puzzlement) Let's think. Who do we know who thinks Muggle-borns are scum.,466,2,"['ron', 'hermione', 'harry']"
467,hermione,(eyeing Malfoy ahead) If you're talking about him --,467,2,"['ron', 'hermione', 'harry']"
468,ron,"Of course! You heard him 'You'll be next, Mudbloods'!",468,2,"['ron', 'hermione', 'harry']"
469,hermione,I heard him. But Malfoy? The Heir of Slytherin?,469,2,"['ron', 'hermione', 'harry']"
470,harry,"Maybe Ron's right, Hermione. I mean, look at his family. The whole lot of them have been in Slytherin for centuries.",470,2,"['ron', 'hermione', 'harry']"
471,ron,Crabbe and Goyle must know. Maybe we could trick them into telling...,471,2,"['ron', 'hermione', 'harry']"
473,hermione,"No. Even they aren't that thick. But there might be another way. Mind you, it would be difficult. Not to mention we'd be breaking about fifty school rules. And it would be dangerous. Very dangerous.",473,2,"['ron', 'hermione', 'harry']"
474,ron,"When do we start? 64 INT. LIBRARY - NIGHT 64 In a dark nook, Harry, Ron and Hermione huddle round a book entitled Moste Potente Potions. The spotted pages are littered with DISTURBING ILLUSTRATIONS.",474,2,"['ron', 'hermione', 'harry']"
475,hermione,"Here it is 'The Polyjuice Potion. Properly brewed, the Polyjuice Potion allows the drinker to transform himself temporarily into the physical form of another...'",475,2,"['ron', 'hermione', 'harry']"
476,ron,"You mean, Harry and I drink some of this stuff and we turn into Crabbe and Goyle?",476,2,"['ron', 'hermione', 'harry']"
477,hermione,Yes.,477,2,"['ron', 'hermione', 'harry']"
478,ron,Wicked! Malfoy'll tell us anything!,478,2,"['ron', 'hermione', 'harry']"
479,hermione,"Exactly. But it's tricky. I've never seen a more complicated potion. Lacewing flies, leeches, fluxweed. And, of course, we'll need a bit of whoever we want to change into too.",479,2,"['ron', 'hermione', 'harry']"
480,ron,Hang on now. I'm drinking nothing with Crabbe's toenails in it.,480,2,"['ron', 'hermione', 'harry']"
482,harry,How long will it take to make?,482,2,"['ron', 'hermione', 'harry']"
483,hermione,A month.,483,2,"['ron', 'hermione', 'harry']"
484,harry,A month? But if Malfoy is the heir of Slytherin... he could attack half the Muggle-borns in the school by then.,484,2,"['ron', 'hermione', 'harry']"
485,hermione,"You didn't have to tell me that. 65 EXT. QUIDDITCH STADIUM - DAY 65 We join the Quidditch match in mid-game. The CROWD ROARS, watching as Slytherin Chasers, bent low over their new brooms, jet past the overmatched Gryffindors.",485,2,"['ron', 'hermione', 'harry']"
486,hagrid,"Gallopin' Gorgons! Slytherin's flyin' like they got dragon fire in their brooms... Ron fumes, looking as though he takes Slytherin's dominance personally. Taking Hagrid's GIANT BINOCULARS, he trains them on the FACULTY BOX -- where Lucius Malfoy sits next to Snape. Harry circles high above the pitch, searching for the Golden Snitch. Suddenly, Malfoy streaks by overhead.",486,2,"['ron', 'hermione', 'harry', 'hagrid']"
490,hagrid,"(from the stands) Blimey, Harry's got 'imself a Rogue Bludger!",490,2,"['ron', 'hermione', 'harry', 'hagrid']"
491,ron,Rogue Bludger?,491,2,"['ron', 'hermione', 'harry', 'hagrid']"
492,hagrid,"Look fer yerself! It's bin' tampered with! Harry executes a series of zigs, zags, loops and rolls, trying to shake the Bludger, but the Bludger is relentless. Ron instinctively draws his wand, begins to point it toward Harry and the Bludger, when... Hermione's hand intercedes. She glances knowingly at his fractured wand.",492,2,"['ron', 'hermione', 'harry', 'hagrid']"
493,hermione,"You're joking, right? Besides, even with a proper wand, it's too risky. You could hit Harry. As Harry frantically dips and dives, Malfoy cruises by.",493,2,"['ron', 'hermione', 'harry', 'hagrid']"
497,hermione,"Finite Incantatem! The Bludger hangs briefly in the air. Slowly ceases spinning. Drops heavily to the pitch. Harry exhales, relieved, only to recall the searing pain in his arm. As CONCERNED FACES swim above him, one particular face pushes through the others",497,2,"['ron', 'hermione', 'hagrid']"
499,harry,No... no... not you.,499,2,"['ron', 'hermione', 'harry', 'hagrid']"
503,hagrid,"Brok'n? He doesn't 'ave any bones at all! Harry looks his arm looks like an empty rubber glove. 66 INT. HOSPITAL WING - DAY 66 A dazed Malfoy slumps out with Crabbe and Goyle. Ron, standing by Harry's bed with Hermione, grins, then watches MADAM POMFREY pour out a STEAMING BEAKERFUL OF LIQUID from a bottle of SKELE-GRO. A group of Gryffindors, including some of his teammates, stand nearby.",503,2,"['hermione', 'harry', 'hagrid']"
505,hermione,"You will be able to, won't you?",505,2,"['hermione', 'harry', 'hagrid']"
512,harry,Dobby!,512,2,"['hermione', 'harry', 'hagrid']"
514,harry,(pushing the sponge away) It was you! You stopped the barrier from letting Ron and me through!,514,2,"['hermione', 'harry']"
541,hermione,"Again? You mean, the Chamber of Secrets has been opened before?",541,2,"['hermione', 'albus dumbledore', 'harry']"
542,ron,"Of course! Don't you see? Lucius Malfoy must've opened it when he was at school here, and now he's told Draco how to do it.",542,2,"['ron', 'hermione', 'albus dumbledore', 'harry']"
543,hermione,Maybe. We'll have to wait for the Polyjuice Potion to know for sure.,543,2,"['ron', 'hermione', 'albus dumbledore', 'harry']"
544,ron,"Enlighten me. Why are we brewing this potion in broad daylight, in the middle of a girls' lavatory? Don't you think we'll get caught?",544,2,"['ron', 'hermione', 'albus dumbledore']"
545,hermione,Never. No one over comes in here.,545,2,"['ron', 'hermione', 'albus dumbledore']"
546,ron,Why?,546,2,"['ron', 'hermione', 'albus dumbledore']"
547,hermione,Moaning Myrtle.,547,2,"['ron', 'hermione', 'albus dumbledore']"
548,ron,"Who's Moaning Myrtle? There is a LOUD, PIERCING SCREECH, and the GHOST OF A YOUNG GIRL COMES RACING OUT OF THE WALL. FACE TO FACE with Ron.",548,2,"['ron', 'hermione', 'albus dumbledore']"
550,hermione,She's a little sensitive. 64. 70 INT. GREAT HALL - DAY 70,550,2,"['ron', 'hermione']"
554,harry,Nice to meet you. I'm --,554,2,"['ron', 'hermione', 'harry']"
557,ron,"What's the fun in that? Lockhart and Snape face each other and bow. They turn, walk ten paces, then... SPIN... wands poised like swords.",557,2,"['ron', 'hermione', 'harry']"
560,harry,(eyeing Snape) I wouldn't bet on that.,560,2,"['ron', 'hermione', 'harry']"
563,hermione,Do you think he's all right?,563,2,"['ron', 'hermione', 'snape', 'harry']"
564,harry,Who cares?,564,2,"['ron', 'hermione', 'snape', 'harry']"
565,ron,Who cares?,564,2,"['ron', 'hermione', 'snape', 'harry']"
568,snape,"Perhaps it would be prudent to first teach the students to block unfriendly spells, Professor.",568,2,"['ron', 'hermione', 'snape', 'harry']"
571,snape,"Weasley's wand causes devastation with the simplest spells. We'll be sending Potter to the hospital wing in a matchbox. Might I suggest someone from my own house. Malfoy, perhaps. Malfoy and Harry eye each other malevolently as they take their places onstage. Grudgingly, they bow to each other.",571,2,"['ron', 'hermione', 'snape', 'harry']"
573,harry,"You wish. They turn, walk ten paces, then WHIRL, wands poised.",573,2,"['ron', 'hermione', 'snape', 'harry']"
588,hermione,You can talk to snakes.,588,2,"['ron', 'hermione', 'snape', 'harry']"
