,character,statement,line,book,scene
960,ron, What?!,960,1,"['ron', 'hermione', 'harry']"
961,harry," Come on! {grabs paw, which is blocking the door.} Okay. Push! {They strain and move it. They open the door.} I'll go first. Don't follow until I give you a sign. {Fluffy's eyes open.} If something bad happens, get yourselves out...Does it seem a bit...quiet?",961,1,"['ron', 'hermione', 'harry']"
962,hermione, The harp. It stopped playing.,962,1,"['ron', 'hermione', 'harry']"
964,ron," Ew! Yuck! Ugh. {All three kids look up and see Fluffy standing there. Fluffy barks and growls, thrashing. It breaks the harp and dives at the three.}",964,1,"['ron', 'hermione', 'harry']"
965,harry, Jump! Go! {They all jump through the trapdoor.},965,1,"['ron', 'hermione', 'harry']"
966,ron," Ahh! {gasps as he lands on some mushy black ropelike vines.} Whoa. Lucky this plant-thing is here, really.",966,1,"['ron', 'hermione', 'harry']"
967,harry, Whoa! {The plant begins to move towards them.} Oh. Ahh! {The plant ties them up.},967,1,"['ron', 'hermione', 'harry']"
968,hermione," Stop moving, both of you. This is Devil's Snare. You have to relax. If you don't, it will only kill you faster.",968,1,"['ron', 'hermione', 'harry']"
969,ron," Kill us faster?! Oh, now I can relax!",969,1,"['ron', 'hermione', 'harry']"
972,ron, Now what are we gonna do?!,972,1,"['ron', 'hermione', 'harry']"
974,harry, Hermione! Where are you?!,974,1,"['ron', 'hermione', 'harry']"
977,ron, Ahh! Harry!,977,1,"['ron', 'hermione', 'harry']"
979,ron, Harry!,979,1,"['ron', 'harry']"
980,hermione, Are you okay?,980,1,"['ron', 'hermione', 'harry']"
981,harry," Yeah, yeah, I'm fine.",981,1,"['ron', 'hermione', 'harry']"
982,ron, Help!,982,1,"['ron', 'hermione', 'harry']"
983,hermione," He's not relaxing, is he?",983,1,"['ron', 'hermione', 'harry']"
984,harry, Apparently not.,984,1,"['ron', 'hermione', 'harry']"
985,ron, Help! Help me!,985,1,"['ron', 'hermione', 'harry']"
986,hermione, We've got to do something!,986,1,"['ron', 'hermione', 'harry']"
987,harry, What?,987,1,"['ron', 'hermione', 'harry']"
988,hermione," Uh! I remember reading something in Herbology. {Ron: Help!} Um Devil's Snare, Devil's Scare, {The snare shuts Ron's mouth} it's deadly fun...but will sulk in the sun! That's it! Devil's Snare hates sunlight! {takes out wand and points upwards.} Lumus Solem! {A beam of light shoots out. The Snare shrieks and recoils. Ron falls below.}",988,1,"['ron', 'hermione', 'harry']"
989,ron, Ahhh!,989,1,"['ron', 'hermione', 'harry']"
990,harry," Ron, are you okay?",990,1,"['ron', 'hermione', 'harry']"
991,ron, Yeah.,991,1,"['ron', 'hermione', 'harry']"
992,harry, Okay.,992,1,"['ron', 'hermione', 'harry']"
993,ron, {stands} Whew. Lucky we didn't panic!,993,1,"['ron', 'hermione', 'harry']"
994,harry, Lucky Hermione pays attention in Herbology.,994,1,"['ron', 'hermione', 'harry']"
996,hermione, What is that?,996,1,"['ron', 'hermione', 'harry']"
997,harry, I don't know. Sounds like wings.,997,1,"['ron', 'hermione', 'harry']"
999,hermione, Curious. I've never seen birds like these.,999,1,"['ron', 'hermione', 'harry']"
1000,harry," They're not birds, they're keys. And I'll bet one of them fits that door. {They come upon a broomstick, suspended in the air.}",1000,1,"['ron', 'hermione', 'harry']"
1001,hermione, What's this all about?,1001,1,"['ron', 'hermione', 'harry']"
1002,harry, I don't know. Strange.,1002,1,"['ron', 'hermione', 'harry']"
1004,ron," {rattles lock.} Alohomora! {Shrugs} Well, it was worth a try.",1004,1,"['ron', 'hermione', 'harry']"
1005,hermione, Ugh! What're we going to do? There must be 1000 keys up there!,1005,1,"['ron', 'hermione', 'harry']"
1006,ron, We're looking for a big old fashioned one. Probably rusty like the handle.,1006,1,"['ron', 'hermione', 'harry']"
1007,harry, There! I see it! {points} The one with the broken wing! {He looks at the broom.},1007,1,"['ron', 'hermione', 'harry']"
1008,hermione," What's wrong, Harry?",1008,1,"['ron', 'hermione', 'harry']"
1009,harry, It's too simple.,1009,1,"['ron', 'hermione', 'harry']"
1010,ron," Oh, go on, Harry! If Snape can catch it on that old broomstick, you can! You're the youngest seeker in a century!",1010,1,"['ron', 'hermione', 'harry']"
1012,ron, This complicates things a bit!,1012,1,"['ron', 'hermione', 'harry']"
1014,harry, Catch the key!,1014,1,"['ron', 'hermione', 'harry']"
1016,ron, Hurry up!,1016,1,"['ron', 'hermione', 'harry']"
1019,hermione, I don't like this. I don't like this at all.,1019,1,"['ron', 'hermione', 'harry']"
1020,harry, Where are we? A graveyard.,1020,1,"['ron', 'hermione', 'harry']"
1021,ron," This is no graveyard. {sighs} It's a chessboard. {Walks out onto the marble board and flames light, illuminating the board and GIANT players. Harry and Hermione come up with him.}",1021,1,"['ron', 'hermione', 'harry']"
1022,harry, There's the door.,1022,1,"['ron', 'hermione', 'harry']"
1024,hermione, Now what do we do?,1024,1,"['ron', 'hermione', 'harry']"
1025,ron," It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight. {They all take their places.}",1025,1,"['ron', 'hermione', 'harry']"
1026,hermione, What happens now?,1026,1,"['ron', 'hermione', 'harry']"
1027,ron," {aboard a horse.} Well, white moves first, and then...we play. {A pawn on the other side moves forward. Ron studies the game.}",1027,1,"['ron', 'hermione', 'harry']"
1028,hermione," Ron, you don't suppose this is going to be like...real wizard's chess, do you?",1028,1,"['ron', 'hermione', 'harry']"
1029,ron," You there! D-5! {A black pawn moves forward, diagonal to the white pawn. The white pawn raises its swords and smashes the black one. The three jump.} Yes, Hermione, I think this is going to be exactly like wizard's chess!",1029,1,"['ron', 'hermione', 'harry']"
1031,ron," Castle to E-4! Smash! Ron: Pawn to C-3! Smash! Boom! The Queen turns, and smashes a piece! Harry, Ron and Hermione wince. The Queen turns again. Both Ron and Harry study the game.",1031,1,"['ron', 'hermione', 'harry']"
1032,harry, Wait a minute.,1032,1,"['ron', 'hermione', 'harry']"
1033,ron," You understand right, Harry. Once I make my move, the Queen will take me...then you'll be free to check the King.",1033,1,"['ron', 'hermione', 'harry']"
1034,harry," No, Ron! No!",1034,1,"['ron', 'hermione', 'harry']"
1035,hermione, What is it?,1035,1,"['ron', 'hermione', 'harry']"
1036,harry, He's going to sacrifice himself!,1036,1,"['ron', 'hermione', 'harry']"
1037,hermione," No, Ron, you can't! {Ron closes his eyes.} There must be another way!",1037,1,"['ron', 'hermione', 'harry']"
1038,ron," {turns to face Hermione.} Do you want to stop Snape or not? Harry, it's you that has to go on. I know it. Not me, not Hermione, you. {Harry nods.} Knight...to H-3.",1038,1,"['ron', 'hermione', 'harry']"
1040,ron, Check.,1040,1,"['ron', 'hermione', 'harry']"
1042,ron, Ahhhh!,1042,1,"['ron', 'hermione', 'harry']"
1043,harry," RON! {Hermione starts walking to him.} NO! Don't move! Dont forget, we're still playing. {Hermione moves back. Harry walks the diagonal in front of the King.} Checkmate. {The Kings sword falls onto the ground victory. Harry breathes out and then the two run to Ron. They bend beside him.} Take care of Ron. Then, go to the owlery. Send a message to Dumbledore. Ron's right...I have to go on.",1043,1,"['ron', 'hermione', 'harry']"
1044,hermione," You'll be okay, Harry. You're a great wizard, you really are.",1044,1,"['ron', 'hermione', 'harry']"
1045,harry, Not as good as you.,1045,1,"['ron', 'hermione', 'harry']"
1046,hermione," {smile} Me? Books and cleverness? There are more important things. Friendship, and bravery. And Harry, just be careful.",1046,1,"['ron', 'hermione', 'harry']"
1049,harry, You? {Quirrell turns around.} No. It can't be...Snape. He was the one,1049,1,"['ron', 'hermione', 'harry']"
1051,harry," B-but, that day, during the Quidditch Match, Snape tried to kill me.",1051,1,"['ron', 'hermione', 'harry']"
1053,harry, Snape was trying to...save me?,1053,1,"['hermione', 'harry']"
1055,harry, Th-then you let the troll in.,1055,1,"['hermione', 'harry']"
1063,harry, I-I'm shaking hands with Dumbledore. I've won the house cup.,1063,1,['harry']
1069,harry, Voldemort.,1069,1,['harry']
1073,harry, {shakes his head} Never!,1073,1,['harry']
1075,harry, You liar!,1075,1,['harry']
1083,harry," Ahhhhhhhhh! {Voldemort flies away. Harry falls to the ground, unconscious. He holds the stone in an outstretched hand.}",1083,1,['harry']
1085,albus dumbledore," Good afternoon, Harry. Ah. Tokens from your admirers?",1085,1,"['albus dumbledore', 'harry']"
1086,harry, Admirers?,1086,1,"['albus dumbledore', 'harry']"
1087,albus dumbledore," What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally, the whole school knows. {Both smile.} Ah, I see your friend Ronald has saved you the trouble of opening your Chocolate Frogs.",1087,1,"['albus dumbledore', 'harry']"
1088,harry, Ron was here? Is he all right? What about Hermione?,1088,1,"['albus dumbledore', 'harry']"
1089,albus dumbledore, Fine. They're both just fine.,1089,1,"['albus dumbledore', 'harry']"
1090,harry," But, what happened to the Stone?",1090,1,"['albus dumbledore', 'harry']"
1091,albus dumbledore," Relax, dear boy. The stone has been destroyed. My friend Nicholas and I had a little chat and agreed it was best all around.",1091,1,"['albus dumbledore', 'harry']"
1092,harry," But Flamel, he'll die, won't he?",1092,1,"['albus dumbledore', 'harry']"
1093,albus dumbledore," {sits on the bed.} He has enough Elixir to set his affairs in order. But yes, he will die.",1093,1,"['albus dumbledore', 'harry']"
1094,harry," How is it I got the Stone, sir? One minute I was staring in the mirror, and the next...",1094,1,"['albus dumbledore', 'harry']"
1095,albus dumbledore," Ah. You see, only a person who wanted to find the Stone, find it, but not use it, would be able to get it. That is one of my more brilliant ideas. And between you and me thats saying something. {Smile both.}",1095,1,"['albus dumbledore', 'harry']"
1096,harry," Does that mean, with the Stone gone, I mean, that Voldemort can never come back?",1096,1,"['albus dumbledore', 'harry']"
1097,albus dumbledore," Ah, I'm afraid there are ways in which he can return. Harry, do you know why Professor Quirrell couldn't bear to have you touch him? {Harry shakes his head.} It was because of your mother. She sacrificed herself for you, and that kind of act leaves a mark. {Harry touches his scar.} No, no, this kind of mark cannot be seen. It lives in your very skin.",1097,1,"['albus dumbledore', 'harry']"
1098,harry, What is it?,1098,1,"['albus dumbledore', 'harry']"
1099,albus dumbledore," Love, Harry, love. {Pats Harry's head and stands up.} Ah. Bertie Bott's Every Flavour Beans. I was most unfortunate in my youth to come across a vomit flavoured one, and since then I have lost my liking for them. But I think I could be safe with a nice toffee...{takes brown bean and eats it.} Mm. Alas. Earwax.",1099,1,"['albus dumbledore', 'harry']"
1101,harry," All right there, Ron?",1101,1,"['albus dumbledore', 'harry']"
1102,ron, All right? You?,1102,1,"['ron', 'albus dumbledore', 'harry']"
1103,harry, {shrug} All right. Hermione?,1103,1,"['ron', 'albus dumbledore', 'harry']"
1104,hermione, {smile} Never better.,1104,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
1108,albus dumbledore," Another year gone. And now, as I understand it, the house cup needs awarding, and the points stand thus. In fourth place, Gryffindor with 312 points. {Clapping. Harry and Hermione hide their heads.} Third place, Hufflepuff, with 352 points. {Clapping.} In second place, Ravenclaw, with 426 points. {Clapping.} And in first place, with 472 points, Slytherin House.",1108,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
1112,albus dumbledore," Yes, yes, well done Slytherin, well done Slytherin. However, recent events must be taken into account. And I have a few last minute points to award. {The Gryffindor students look up.} To Miss Hermione Granger, for the use of cool intellect when others were in great peril, 50 points. {Applause.}",1112,1,"['ron', 'hermione', 'albus dumbledore', 'harry']"
1113,harry, {Pats} Good job.,1113,1,"['hermione', 'albus dumbledore', 'harry']"
1114,albus dumbledore," Second, to Mr. Ronald Weasley, for the best played game of chess {Ron looks at Harry and mouths, 'Me?' Harry nods, and mouths, 'You!'} that Hogwarts has seen these many years...50 points. {Applause} And third, to Mr. Harry Potter, for pure nerve and outstanding courage, I award Gryffindor house 60 points. {Immense cheering.}",1114,1,"['hermione', 'albus dumbledore', 'harry']"
1115,hermione, We're tied with Slytherin!,1115,1,"['hermione', 'albus dumbledore', 'harry']"
1116,albus dumbledore," And finally, it takes a great deal of bravery to stand up to your enemies, but a great deal more to stand up to your friends. I award 10 points to Neville Longbottom.",1116,1,"['hermione', 'albus dumbledore', 'harry']"
1118,albus dumbledore," Assuming that my calculations are correct, I believe that a change of direction is in order. {Claps. The green banners change to Gryffindor red and yellow.} Gryffindor wins the House Cup!",1118,1,"['hermione', 'albus dumbledore', 'harry']"
1120,hagrid, Yes! {grins},1120,1,"['hermione', 'albus dumbledore', 'harry', 'hagrid']"
1129,harry, One minute. {He walks over to Hagrid.},1129,1,"['hermione', 'harry', 'hagrid']"
1130,hagrid," Thought you were leaving without saying good-bye, didja? {Hagrid takes a red album out of his coat pocket and hands it to Harry.} This is for you.",1130,1,"['hermione', 'harry', 'hagrid']"
1132,harry," Thanks, Hagrid. {Shakes Hagrid's hand, then hugs him tightly.}",1132,1,"['hermione', 'harry', 'hagrid']"
1133,hagrid," Oh. Go on...on with you. {Harry lets go.} Oh, listen, Harry, if that dolt of a cousin of yours, Dudley, gives you any grief, you could always, um, threaten him with a nice pair of ears to go with that tail of his.",1133,1,"['hermione', 'harry', 'hagrid']"
1134,harry," But Hagrid, we're not allowed to do magic away from Hogwarts. You know that.",1134,1,"['hermione', 'harry', 'hagrid']"
1135,hagrid," I do. But your cousin don't, do he? Eh? {chuckle} Off you go.",1135,1,"['hermione', 'harry', 'hagrid']"
1137,hermione," Feels strange to be going home, doesn't it?",1137,1,"['hermione', 'harry', 'hagrid']"
1138,harry, I'm not going home. Not really.,1138,1,"['hermione', 'harry', 'hagrid']"
1,harry,"I can't, Hedwig. I'm not allowed to use magic outside of school. Besides, if Uncle Vernon -- At the sound of the name, HEDWIG SQUAWKS again, LOUDER. UNCLE VERNON (O.S.) Har-ry Pot-ter!",1,2,['harry']
2,harry,"Now you've done it. 4 INT. KITCHEN - DAY 4 While AUNT PETUNIA puts the finishing touches to a PUDDING of WHIPPED CREAM and SUGARED VIOLETS, UNCLE VERNON struggles with DUDLEY'S BOW TIE, all the while glowering at Harry.",2,2,['harry']
4,harry,She's bored. If I could just let her out for an hour or two --,4,2,['harry']
7,harry,But I haven't gotten any messages. From any of my friends. Not one. All summer.,7,2,['harry']
18,harry,"I'll be in my bedroom, making no noise and pretending I don't exist.",18,2,['harry']
24,harry,What... Who are you?,24,2,['harry']
26,harry,"I see. Not to be rude or anything, but this isn't a great time for me to have a house-elf in my bedroom.",26,2,['harry']
28,harry,Why don't you sit down?,28,2,['harry']
30,harry,Shhhh! I'm sorry. I didn't mean to offend you or anything --,30,2,['harry']
32,harry,"You can't have met many decent wizards then. Dobby shakes his head, then without warning, LEAPS off the bed and starts to BANG HIS HEAD FURIOUSLY ON THE FLOOR.",32,2,['harry']
38,harry,Are you... all right?,38,2,['harry']
40,harry,Your... family?,40,2,['harry']
43,harry,Not go back? But... I have to.,43,2,['harry']
46,harry,What terrible things? Who's plotting them? Dobby makes a funny CHOKING and GAGGING noise.,46,2,['harry']
47,harry,Okay! I understand. You can't say -- Too late. Dobby grabs the bedside lamp and starts beating himself about the head and YELPING LOUDLY. 9 INT. LIVING ROOM - DAY 9 Uncle Vernon is in the midst of telling a joke.,47,2,['harry']
51,harry,"Stop! Stop! FOOTSTEPS THUNDER on the landing. Quickly, Harry grabs Dobby by the pillowcase and pitches him into the wardrobe... just as the door FLINGS OPEN.",51,2,['harry']
54,harry,See why I've got to go back? I don't belong here. I belong in your world -- at Hogwarts. It's the only place I've got... friends.,54,2,['harry']
56,harry,"Well, I expect they've been -- hang on, how do you know my friends haven't been writing me? Guiltily, Dobby takes out a STACK of LETTERS.",56,2,['harry']
58,harry,"Give me those. Now. Dobby frowns sadly, then DASHES out the door. Panicking... 11 INT. HALLWAY/STAIRS/KITCHEN - DAY 11 ... Harry flies desperately after, Dobby bouncing like a ping-pong ball down the stairs and into the kitchen. As Harry races in, he finds Dobby on the counter, waving his arms. Aunt Petunia's masterpiece of a pudding RISES, then floats into the living room, HOVERING over the Mason's heads. The Masons don't see, but the Dursleys -- goggle-eyed--do.",58,2,['harry']
59,harry,Dobby... Please... No...,59,2,['harry']
61,harry,I can't. Hogwarts is my home.,61,2,['harry']
67,harry,"'Dear Mr. Potter. We have received intelligence that a Hover Charm was used at your place of residence at twelve minutes past seven this evening. As you know, underage wizards...'",67,2,['harry']
75,harry,"Well done, Dudley. Finally learned the days of the week, have you.",75,2,['harry']
77,harry,It's no good turning your beak up. It's all we've got. Harry feeds a piece of bread to Hedwig... as we... (CONTINUED),77,2,['harry']
80,harry,Ron?,80,2,['harry']
81,ron,"Hiya, Harry. 13A EXT. DURSLEY HOUSE - NIGHT 13A An OLD, TURQUOISE-COLORED FORD ANGLIA floats in midair. Ron leans out the back window. His brother FRED sits in the driver's seat. Fred's twin George is in the passenger seat.",81,2,"['ron', 'harry']"
82,harry,Fred? George? What're you doing here?,82,2,"['ron', 'harry']"
83,ron,"Rescuing you, of course. Where's your trunk? 13B CLOSEUP - HARRY'S TRUNK 13B Stuffed with clothes, spellbooks. The trunk CLOSES, SNAPS SHUT. Harry drags the trunk to the windowsill, watches Ron tie off a fierce knot on the bars of Harry's window.",83,2,"['ron', 'harry']"
84,ron,"Stand back. Harry steps back. Ron turns, nods to Fred. 13C INSERT - FRED'S FOOT 13C Fred STEPS ON the accelerator. 13D EXT. DURSLEY HOUSE - NIGHT 13D The Ford Anglia FLIES UP into the air, the rope SNAPS TIGHT, and -- CRUNCH! -- the bars are TORN from the window. Bricks and bars RAIN DOWN onto the lawn below, a mangled mess. 13E INT. UNCLE VERNON'S BEDROOM - NIGHT 13E Uncle Vernon WAKES... 11.",84,2,"['ron', 'harry']"
87,harry,"Hedwig! Harry clambers back, grabs Hedwig's cage, swings it onto the ledge, when... BAM! The bedroom door CRASHES OPEN.",87,2,"['ron', 'harry']"
89,ron,"Hold on, Harry!",89,2,"['ron', 'harry']"
91,ron,"Put your foot down, Fred!",91,2,"['ron', 'harry']"
94,ron,"By the way, Harry. Happy Birthday.",94,2,"['ron', 'harry']"
97,ron,It's not much.,97,2,"['ron', 'harry']"
98,harry,I think it's... brilliant! Ron looks up. Sees Harry's mesmerized face. Slowly... GRINS. MRS. WEASLEY (O.S.) WHERE... HAVE... YOU... BEEN?! The boys nearly jump out of their skin. MRS. WEASLEY stands in the doorway. Furious. She smiles sweetly at Harry.,98,2,"['ron', 'harry']"
101,ron,"They were starving him, Mum! There were bars on his window!",101,2,"['ron', 'harry']"
104,ron,"Ginny. Been talking about you all summer. Dead annoying, really.",104,2,"['ron', 'harry']"
107,harry,(to Ron) Raids?,107,2,"['ron', 'harry']"
108,ron,Dad works at the Ministry of Magic. In the Misuse of Muggle Artefacts Office.,108,2,"['ron', 'harry']"
109,harry,The Misuse of Muggle Artefacts...?,109,2,"['ron', 'harry']"
111,ron,"That's when wizards bewitch something to drive Muggles mad. Shrinking door keys, that kind of thing. Dad loves Muggles. Thinks they're fascinating. Mr. Weasley hangs up his cloak, turns. Blinks.",111,2,"['ron', 'harry']"
113,ron,"Harry, sir. Harry Potter.",113,2,"['ron', 'harry']"
123,harry,Diagon Alley!,123,2,"['ron', 'harry']"
124,ron,Diagon Alley!,123,2,"['ron', 'harry']"
130,ron,"Harry's never traveled by Floo Powder before, Mum.",130,2,"['ron', 'harry']"
131,harry,"Floo Powder? Just then, Ron's older brother PERCY enters.",131,2,"['ron', 'harry']"
138,ron,And mind you get out at the right grate!,138,2,"['ron', 'harry']"
139,harry,"(nodding, unsure) D-Dia-gon Alley! 25 INT. SPIRALING TUNNEL 25 The SOUND is DEAFENING as Harry hurtles forward, squinting against the sting of WHIRLING SOOT and the mad, flickering lights of passing fireplaces. He falls face forward... 26 INT. BORGIN AND BURKES - STONE FIREPLACE - DAY 26 ... onto a stone hearth. Dizzy and dirty, Harry reclaims his shattered glasses. He's tumbled into a wizard's shop, but a decidedly creepy one. He starts to exit, when a WITHERED HAND in a GLASS CASE catches his eye The Hand of Glory. Nearby, an OPAL NECKLACE gleams Caution Do not touch. Cursed--Has Claimed the Lives of Nineteen Muggle Owners to Date. Oddly transfixed by it all, Harry drifts toward the exit, when...",139,2,"['ron', 'harry']"
159,harry,"I'm fine, thanks. I'm just --",159,2,['harry']
160,hagrid,HARRY! What d'yer think yer doin' down 'ere?,160,2,"['harry', 'hagrid']"
161,harry,"Hagrid! Hagrid knocks the tray from the cursing Witch's hands, then seizes Harry by the scruff of the neck and steers him away. 28 EXT. DIAGON ALLEY - CONTINUOUS ACTION - DAY 28 Hagrid swats at Harry's sooty clothes.",161,2,"['harry', 'hagrid']"
162,hagrid,"Yer a mess! Skulkin' 'round Knockturn Alley. Dodgy place, Harry. Don't want no one ter see yeh down there. People'll be thinkin' yer up ter no good.",162,2,"['harry', 'hagrid']"
163,harry,"I was lost, I -- Hang on. What were you doing down there?",163,2,"['harry', 'hagrid']"
164,hagrid,"I was lookin' fer a Flesh Eatin' Slug Repellent. They're ruinin' the school cabbages. HERMIONE (O.S.) Harry! Harry looks up, sees HERMIONE GRANGER standing at the top of Gringotts' white steps. She runs down to meet them.",164,2,"['harry', 'hagrid']"
166,hermione,"Hello, Hagrid. Oh, it's wonderful to see you two again. She stops then, cocks her head curiously at Harry, then takes out her wand and points it directly between his eyes.",166,2,"['hermione', 'harry', 'hagrid']"
167,hermione,"Oculus Reparo. Instantly, Harry's glasses are mended.",167,2,"['hermione', 'harry', 'hagrid']"
168,harry,I need to remember that one.,168,2,"['hermione', 'harry', 'hagrid']"
169,hermione,"C'mon. Everyone's been so worried. Hermione leads them to Gringotts, where Hermione's rather nervous-looking Muggle parents stand with the Weasleys.",169,2,"['hermione', 'harry', 'hagrid']"
172,hermione,"Isn't it thrilling! Gilderoy Lockhart's going to be there! We can actually meet him! I mean, he's written almost the whole booklist! As Mrs. Weasley and Hermione dash off, Harry frowns.",172,2,"['hermione', 'harry', 'hagrid']"
173,harry,Who?,173,2,"['hermione', 'harry', 'hagrid']"
179,ron,"Mum fancies him. For this, Mrs. Weasley gives Ron a jab in the shoulder. A SHORT MAN WITH A CAMERA bumps past.",179,2,"['ron', 'hermione', 'harry']"
185,harry,"Thank you. Slipping free, Harry drifts back into the crowd and, red with embarrassment, drops the books into Ginny's cauldron.",185,2,"['ron', 'harry']"
186,harry,You have these. I'll buy my own --,186,2,"['ron', 'harry']"
193,harry,He was a murderer.,193,2,['harry']
195,harry,His name is Voldemort. Those within earshot gasp as Harry utters the word.,195,2,['harry']
197,hermione,"Fear of a name only increases fear of the thing itself. Lucius Malfoy's eyes slide, find Hermione staring defiantly.",197,2,"['hermione', 'harry']"
219,harry,Sorry. Lost control of the trolley. (to Ron) Why can't we get through?,219,2,"['ron', 'harry', 'hagrid']"
220,ron,"I dunno. The gateway's sealed itself for some reason. As Ron presses his ear to the barrier, the CLOCK CHIMES.",220,2,"['ron', 'harry', 'hagrid']"
221,harry,The train leaves at exactly eleven o'clock. We've missed it.,221,2,"['ron', 'harry']"
222,ron,"Can't hear a thing. (a sudden thought) Harry. If we can't get through, maybe Mum and Dad can't get back.",222,2,"['ron', 'harry']"
223,harry,Maybe we should go wait by the car.,223,2,"['ron', 'harry']"
224,ron,"The car! 33 EXT. PARKING LOT (KING'S CROSS) - MOMENTS LATER 33 Pushing their trolleys madly before them, Harry and Ron dash to the car, load their belongings into the Anglia's boot.",224,2,"['ron', 'harry']"
226,harry,This is mad. We can't drive to Hogwarts.,226,2,"['ron', 'harry']"
227,ron,Who says we're driving?,227,2,"['ron', 'harry']"
228,harry,"You don't mean -- Ron, no.",228,2,"['ron', 'harry']"
229,ron,"Look, who knows when Mum and Dad will get back. And we've got to get to school, haven't we? And even underage wizards are allowed to use magic if it's an absolute emergency. Least that's what Fred and George always say...",229,2,"['ron', 'harry']"
230,harry,Something tells me we're going to regret this. 33A INT. ANGLIA - DAY 33A Ron TAPS his WAND on the dash and the Anglia burbles to life.,230,2,"['ron', 'harry']"
231,harry,"No offense, Ron, but are you sure you know how to fly this.",231,2,"['ron', 'harry']"
232,ron,"No problem. Ron SHIFTS. With a GREAT JOLT, the car lifts from the ground.",232,2,"['ron', 'harry']"
233,ron,"There. See. Now I reckon all we have to do is find the Hogwarts Express and follow it. Simple. Harry nods, not entirely convinced. He peers out the window. Down below, TWO PEDESTRIANS stare in disbelief.",233,2,"['ron', 'harry']"
234,harry,"Uh, Ron. I should tell you. Most Muggles aren't accustomed to seeing a flying car.",234,2,"['ron', 'harry']"
235,ron,"Right. Ron presses a TINY SILVER BUTTON on the dashboard and they... DISAPPEAR. Down below, the baffled pedestrians blink. 28. 34 EXT. FLYING CAR (SCOTLAND) - DAY (LATER) 34 CAMERA STARTS IN the clouds, passes through, finds Scotland's stunning green. The Anglia's ENGINE PUTTERS softly, when -- POP! - the car reappears. Ron jabs at the silver button.",235,2,"['ron', 'harry']"
236,ron,"Uh oh. The Invisibility Booster must be faulty. CAMERA ZOOMS ALONG the ridge of a cliff. The car reappears from above, gliding away FROM CAMERA.",236,2,"['ron', 'harry']"
237,ron,Any sign of the train?,237,2,"['ron', 'harry']"
238,harry,"There! Up ahead! Look... Along a STEEP BRIDGE, a single line of TRAIN TRACKS appear.",238,2,"['ron', 'harry']"
239,ron,"Brilliant. Ron SHIFTS, GLIDES DOWN, until the Anglia is only a few feet above the tracks. The boys peer ahead, looking for the train.",239,2,"['ron', 'harry']"
240,ron,"It must be around here someplace. Behind them, through the Anglia's rear window, the Hogwarts Express APPEARS, closing fast. Harry and Ron perk up. Smile.",240,2,"['ron', 'harry']"
241,harry,"Do you hear that? Then, at precisely the same moment, Harry and Ron register the DIRECTION of the sound. They glance at each other, turn as one and see the train GROWING HUGE in the rear window.",241,2,"['ron', 'harry']"
242,harry,"Aaaahhhhh! Ron SPINS THE WHEEL, puts his foot to the gas and -- at the last possible second -- whips the Anglia out of the train's path. The car WAFFLES, TOPPLES upside down briefly, before...",242,2,"['ron', 'harry']"
243,ron,"Aaaahhhhh! Ron SPINS THE WHEEL, puts his foot to the gas and -- at the last possible second -- whips the Anglia out of the train's path. The car WAFFLES, TOPPLES upside down briefly, before...",242,2,"['ron', 'harry']"
246,ron,"Take my hand! Harry's grips Ron's hand, eyes the train steaming far below. It's quite a drop. Harry's fingers begin to LOSE THEIR GRIP.",246,2,"['ron', 'harry']"
247,ron,Hold on!,247,2,"['ron', 'harry']"
248,harry,"I'm trying! Your hand's all sweaty! Straining, Ron yanks him inside, levels off the car. As Harry falls heavily into his seat, he BUCKLES his safety belt.",248,2,"['ron', 'harry']"
249,harry,"I think we found the train. 35 EXT. HOGWARTS CASTLE - FLYING CAR - NIGHT 35 As HOGWARTS CASTLE comes INTO VIEW, the Anglia ENTERS FRAME.",249,2,"['ron', 'harry']"
250,ron,"Welcome home, Harry. Harry smiles at the sight of it, when... the Anglia GROANS.",250,2,"['ron', 'harry']"
251,harry,"Just out of interest, Ron. Have you ever landed a car before?",251,2,"['ron', 'harry']"
252,ron,"Well... no. but, until a few hours ago, I'd never taken off in one either. With that, the car LURCHES, the nose DROPS, and...",252,2,"['ron', 'harry']"
253,ron,Uh oh.,253,2,"['ron', 'harry']"
256,ron,IT'S NOT WORKING!,256,2,"['ron', 'harry']"
257,harry,"UP! UP! Ron SHIFTS desperately. The Anglia LURCHES up, barely clears the castle wall. Harry and Ron exchange a look of relief, when... the car GROANS again, LURCHES... downward.",257,2,"['ron', 'harry']"
258,harry,MIND THAT TREE! Down below a GIANT WILLOW TREE looms. Ron SHIFTS. Nothing.,258,2,"['ron', 'harry']"
259,harry,"TURN! TURN! Harry reaches over and, together, he and Ron SPIN THE WHEEL. It's useless. The car is heading straight for the tree. Desperately, Ron WHIPS OUT his wand and WHACKS THE DASHBOARD.",259,2,"['ron', 'harry']"
