character,statement,line,book
mcgonagall, Harry Potter.,365,1
environment,Everything goes silent. Harry walks up and sits down.,366,1
environment,"Sorting Hat: Hmm...difficult, very difficult. Plenty of courage I see, not a bad mind, either. There's talent, oh yes, and a thirst to prove yourself. But where to put you?",367,1
harry, {whispers} Not Slytherin. Not Slytherin.,368,1
environment,"Sorting Hat: Not Slytherin, eh? Are you sure? You could be great, you know. Its all here in your head. And Slytherin will help you on your way to greatness! There's no doubt about that! No? {Harry whispers: Not Slytherin...anything but Slytherin} Well, if youre sure...better be...GRYFFINDOR!!",369,1
environment,There is an immense cheering and Harry goes to the Gryffindor table.,370,1
environment,"Fred and George are also there, and cheer: We got Potter! We got Potter! Harry sits down.",371,1
mcgonagall," {dings on a cup} Your attention, please.",372,1
dumbledore, Let the feast...begin.,373,1
environment,"Food magically appears on all the tables, and the hall is filled with awe and chatter.",374,1
harry, Wow.,375,1
environment,"Draco looks at all the food, raises his eyebrows and digs in.",376,1
environment,Ron stuffs his face.,377,1
environment,"SEAMUS FINNIGAN, a tiny boy, speaks.",378,1
seamus, I'm half and half. Me dad's a Muggle. Mam's a witch. Bit of a nasty shock for him when he found out.,379,1
environment,Neville laughs.,380,1
environment,Harry is sitting next to Percy. He leans over.,381,1
harry," Say, Percy, who's that teacher talking to Professor Quirrell?",382,1
percy," Oh, that's Professor Snape, head of Slytherin house.",383,1
harry, What's he teach?,384,1
percy, Potions. But everyone knows it's the Dark Arts he fancies. He's been after Quirrells job for years.,385,1
environment,"Ron, having just finished a chicken wing, reaches into the bowl for more, and a ghostly head, SIR NICHOLAS, pops out.",386,1
ron, Ahh!,387,1
nick, Hello! How are you? Welcome to Gryffindor.,388,1
environment,"Numerous ghosts come pouring from the walls, sailing along.",389,1
environment,Hufflepuff ghost: Whoo-hoo-hoo!,390,1
girl," Look, its the Bloody Baron!",391,1
percy," Hello, Sir Nicholas. Have a nice summer?",392,1
nick," Dismal. Once again, my request to join the headless hunt has been denied. {Begins to leave}",393,1
ron," Hey, I know you! You're Nearly Headless Nick!",394,1
nick, I prefer Sir Nicholas if you don't mind.,395,1
hermione, Nearly headless? How can you be nearly headless?,396,1
nick, Like this. {Grabs head and pulls it to the side. His head is hanging on just by a thread.},397,1
ron, Ahh!,398,1
hermione, Eugh.,399,1
environment,Percy is leading the Gryffindors to the staircases.,400,1
percy," Gryffindors, follow me please. Keep up. Thank you.",401,1
boy," Ravenclaw, follow me. This way.",402,1
percy," This is the most direct path to the dormitories. Oh, and keep an eye on the staircases...they like to change.",403,1
environment,"The camera pans up and we see a vast amount of staircases, people walking on them, and some switching places.",404,1
percy," Keep up, please, and follow me. Quickly now, come on. Come on. {They begin walking up the stairs}",405,1
neville," Seamus, that picture's moving!",406,1
ron," Look at that one, Harry!",407,1
harry, I think she fancies you.,408,1
girl," Oh, look! Look! Who's that girl?",409,1
environment,Man in painting: Welcome to Hogwarts.,410,1
girl, Who's that?,411,1
environment,Approaching the Gryffindor dorms. They come up to a large painting of a large woman in a pink dress.,412,1
woman, Password?,413,1
percy," Caput Draconis. {The woman nods and the painting opens to reveal a gape in the wall.} Follow me, everyone. Keep up, quickly, come on.",414,1
girl," Oh, wow.",415,1
percy," {Inside common room} Gather 'round here. Welcome to the Gryffindor Common Room. Boys' dormitories, upstairs and down to your left. Girls, the same on your right. You'll find that your belongings have already been brought up.",416,1
scene," Mid-night. Harry is sitting by a window in his pj's, with his owl, Hedwig. He pets the owl and looks out the window, sighing with content.",417,1
scene," Morning. Harry and Ron are running through the stone halls to their class. They rush in. In the class, a tabby cat is sitting on a desk.",418,1
ron," Whew, amazing, can you imagine the look on old McGonagall's face if we were late?",419,1
environment,The cat jumps off the desk and turns into Professor McGonagall. The two boys are amazed.,420,1
ron, That was bloody brilliant.,421,1
mcgonagall," Thank you for that assessment, Mr. Weasley. Maybe if I were to transfigure Mr. Potter and yourself into a pocketwatch, maybe one of you would be on time.",422,1
harry, We got lost.,423,1
mcgonagall, Then perhaps a map? I trust you don't need one to find your seats.,424,1
scene," Snape's potions class. The students are chattering, sitting near steaming cauldrons. The door slams open and Snape comes rushing in.",425,1
snape," There will be no foolish wand waving or silly incantations in this class. As such, I don't expect many of you to enjoy the subtle science and exact art that is potion making. However, for those select few {looks at Draco, who smiles}, who possess the predisposition, I can teach you how to bewitch the mind and ensnare the senses. I can tell you how to bottle fame, brew glory and even put a stopper {Draco looks on} in death. {Draco raises his eyebrows.} {Snape sees Harry, writing this down, in, his view, not paying attention.} Then again, maybe some of you have come to Hogwarts in possession of abilities so formidable that you feel confidant enough to not...pay...attention.",426,1
environment,Hermione nudges Harry in the ribs. He looks up.,427,1
snape," Mr. Potter. Our...new...celebrity. Tell me, what would I get if I added powdered root of asphodel to an infusion of wormwood? {Hermione's hand skyrockets. Harry shrugs.} You don't know? Well, let's try again. Where, Mr. Potter, would you look if I asked you to find me a bezoar? {Hermione's hand shoots up again.}",428,1
harry," I don't know, Sir.",429,1
snape, And what is the difference between Monkshood and Wolfbane?,430,1
harry," I don't know, Sir.",431,1
snape," Pity. Clearly, fame isn't everything, is it, Mr. Potter?",432,1
scene," In the great hall, probably midday. The students are all working on homework.",433,1
environment,Seamus is trying a spell on a cup.,434,1
seamus," Eye of rabbit, harp string hum. Turn this water, into rum. {Looks in cup and shakes head.} Eye of rabbit, harp string hum...",435,1
harry, What's Seamus trying to do to that glass of water?,436,1
ron," Turn it into rum. Actually managed a weak tea yesterday, before...",437,1
environment,"ZAPOOF! The cup explodes. There is laughter amongst the students. Suddenly, a flock of owls start coming into the hall from the rafters above.",438,1
ron, Ah. Mail's here!,439,1
environment,"The owls soar by, dropping parcels to students. Harry gets nothing. He sees the newspaper Ron has put down.",440,1
harry, Can I borrow this? {Ron nods} Thanks.,441,1
environment,Neville is unwrapping a gift. It is a clear ball with gold around it.,442,1
seamus," Hey, look! Neville's got a Remembrall!",443,1
hermione," I've read about those. When the smoke turns red {the smoke turns red}, it means you've forgotten something.",444,1
neville," The only problem is, I can't remember what I've forgotten.",445,1
harry," Hey, Ron, somebody broke into Gringotts. Listen, Believed to be the work of dark witches or wizards unknown, Gringotts goblins, while acknowledging the breach, insist that nothing was taken. The vault in question, number 713, had in fact been emptied earlier that same day. That's odd. That's the vault Hagrid and I went to.",446,1
scene," Outside, flying practice. The students, Gryffindor and Slytherin, are lined up in two rows with brooms by their sides. The teacher, MADAM HOOCH, comes down the line. She has short hair and hawk yellow eyes.",447,1
hooch," Good afternoon, class.",448,1
class," Good afternoon, Madam Hooch.",449,1
hooch," Good afternoon, Amanda, good afternoon. {to class} Welcome to your first flying lesson. Well, what are you waiting for? Everyone step up to the left side of their broomstick. Come on now, hurry up. Stick your right hand over the broom and say, Up!",450,1
class, Up!,451,1
environment,Harry's broom flies into his hand.,452,1
harry, Whoa. {Hermione stares as the class continues.},453,1
draco, Up! {broomstick flies up and Draco smugly grins.},454,1
hooch, With feeling!,455,1
hermione, Up. Up. Up. Up.,456,1
ron," Up!! {His broom flies up and conks him on the nose} Ow! {Harry laughs} Shut up, Harry. {laughs}",457,1
hooch," Now, once you've got hold of your broom, I want you to mount it. And grip it tight, you don't want to be sliding off the end. {Class mounts} When I blow my whistle, I want each of you to kick off from the ground, hard. Keep your broom steady, hover for a moment, and then lean forward slightly and touch back down. On my whistle...3...2...{tweet!}",458,1
environment,Neville immediately lifts off. He looks quite frightened.,459,1
neville, Oh...,460,1
hooch, Mr. Longbottom.,461,1
girl," Neville, what are you doing?",462,1
students, Neville...Neville...,463,1
boy," We're not supposed to take off, yet.",464,1
hooch, {Neville begins soaring away} M-M-Mr. Longbottom Mr. Longbottom!,465,1
neville, AHH!,466,1
hooch, Mr. Longbottom!,467,1
neville, {soars away} Down! Down! Ahhhh!,468,1
harry, Neville! {shouting},469,1
neville, Help!!!,470,1
hooch, Come back down this instant!,471,1
neville, AHH!,472,1
environment,"He soars through the sky and hits a wall, conking along it and then swooping off. All the while, he is screaming. He begins to zoom back towards the group of students. Hooch holds out her wand to stop him.",473,1
neville, Help!,474,1
hooch, Mr. Longbottom! {Neville approaches. The students scatter and Hooch dives out of the way. Neville goes through the scatter and up a tower.},475,1
neville," Ahhhh! Whoa! Ahhh! {zooms past a statue of a man with a sharp spear. Neville's cloak catches on it. He is flipped off the broom and hangs there.} Oh. Ah...help! {He wavers, then the cloak rips, and he falls, catching on a torch, but then slipping out and falling to the ground.} Ahh!",476,1
hooch," Everyone out of the way! {She runs through the group, and they scatter.} Come on, get up.",477,1
girl, Is he alright?,478,1
neville, Owowowow.,479,1
hooch," Oh, oh, oh, oh dear. It's a broken wrist. Tch, tch, tch. Good boy, come on now, up you get. {Draco reaches down and grabs Neville's Remembrall, which has fallen. Hooch begins to lead Neville away with her.} Everyone's to keep their feet firmly on the ground while I take Mr. Longbottom to the hospital wing. Understand? If I see a single broom in the air, the one riding it will find themselves out of Hogwarts before they can say, Quidditch. {Exit.}",480,1
draco," {snickers} Did you see his face? Maybe if the fat lump had given this a squeeze, he'd have remembered to fall on his fat ass. {Laughs.}",481,1
harry," Give it here, Malfoy.",482,1
draco," No. I think I'll leave it somewhere for Longbottom to find. {hops on broom and soars around group, then through.} How 'bout up on the roof?? {soars off and hovers high in the sky.} What's the matter, Potter? Bit beyond your reach?",483,1
environment,Harry grabs his broom and runs to get on it. Hermione stops him.,484,1
hermione," Harry, no! You heard what Madam Hooch said! Besides, you don't even know how to fly. {Harry flies off.} What an idiot.",485,1
environment,"Harry is now in the air, across from Draco.",486,1
harry," Give it here, Malfoy, or I'll knock you off your broom!",487,1
draco," Is that so? {Harry makes a dash for him, but Draco twirls around his broom in a 360.} Have it your way, then! {He throws the Remembrall into the air.}",488,1
environment,"Harry zooms after the ball, speeding towards a tower. Just as he is about to hit a window, from which McGonagall is working/watching, he catches it, and then heads back to the group. The students all cheer and run to see him.",489,1
boy," Good job, Harry!",490,1
environment,"Boy 2: Oh, that was wicked, Harry.",491,1
mcgonagall, {appears quickly} Harry Potter? Follow me. {Harry sullenly follows her. Draco and his goons laugh.},492,1
scene," Professor Quirrells classroom. He is inside, teaching, holding an iguana.",493,1
quirrell, An iguana s-such as this is {McGonagall approaches the class and stops Harry: You wait here.} an essential in-gredient,494,1
mcgonagall," Excuse me, excuse me, Professor Quirrell. Could I borrow Wood for a moment?",495,1
quirrell," Oh. Y-yes, of course. {a boy, OLIVER WOOD, gets up to leave and Quirrell continues.} And the vampire b-bat...{eerie roar.}",496,1
mcgonagall," Potter, this is Oliver Wood. Wood, I have found you a Seeker!",497,1
scene, Harry and Ron are walking through crowded halls. Sir Nicholas and a lady ghost float by.,498,1
nick, Have you heard? Harry Potter's the new Gryffindor Seeker. I always knew hed do well.,499,1
ron, Seeker? But first years never make their house teams! You must be the youngest Quidditch player in,500,1
harry," A century, according to McGonagall.",501,1
environment,Fred and George approach and walk along with Ron and Harry.,502,1
fred," Hey, well done, Harry, Wood's just told us!",503,1
ron," Fred and George are on the team, too. Beaters.",504,1
george," Our job is to make sure that you don't get bloodied up too bad. Can't make any promises, of course. Rough game, Quidditch.",505,1
fred," Brutal. But no one's died in years. Someone will vanish occasionally... {They break off from Harry and Ron, who walk across a courtyard.",506,1
george, But they'll turn up in a month or two!!,507,1
ron," Oh, go on, Harry, Quidditch is great. Best game there is! And you'll be great, too! {Hermione jumps up from her work and comes to join them.}",508,1
harry, But I've never even played Quidditch. What if I make a fool of myself?,509,1
hermione, You won't make a fool of yourself. It's in your blood.,510,1
scene, The three approach a trophy case. Hermione points at a plaque of Quidditch players. One lists Harry's father as a Seeker.,511,1
ron," Whoa. Harry, you never told me your father was a Seeker, too.",512,1
harry, I-I didn't know.,513,1
scene," The three are walking up a staircase. A railing pulls in...Hermione looks, but continues walking.",514,1
ron," I'm telling you, it's spooky. She knows more about you than you do.",515,1
harry, Who doesn't?,516,1
environment,The staircase shudders and begins to move. The three grab the railings.,517,1
ron, Ahh!,518,1
hermione, {Gasps.},519,1
harry, What's happening?,520,1
hermione," The staircases change, remember? {The staircase stops, in a new place.}",521,1
harry, {taps Ron} Let's go this way.,522,1
ron," Before the staircase moves again. {They all open a door and walk into a spooky, dark room.}",523,1
harry, Does anyone feel like...we shouldn't be here?,524,1
hermione, We're not supposed to be here. This is the 3rd floor. It's forbidden.,525,1
environment,"Suddenly, a flame lights on a tall stone support. At that moment, the caretaker's cat, MRS. NORRIS, comes running in and meows. The group jumps.",526,1
harry, Let's go.,527,1
environment,{meow},528,1
ron, It's Filch's cat!,529,1
harry, Run!,530,1
environment,"The group runs. Flames are lit as they go. They get to the end of the corridor, to a door. Harry grabs the handle, but it's locked.",531,1
harry, It's locked!,532,1
ron," That's it, we're done for!",533,1
hermione," Oh, move over! {pushes through and pulls out wand} Alohomora. {The door opens.} Get in. {They bustle in.}",534,1
ron, Alohomora?,535,1
hermione," Standard book of spells, Chapter 7.",536,1
environment,Filch appears at the start of the corridor with a light. Mrs. Norris looks at him.,537,1
filch," Anyone here, my sweet? {meow} Come on. {exit.}",538,1
hermione, Filch is gone.,539,1
ron, Probably thinks this door's locked.,540,1
hermione, It was locked.,541,1
harry," And for good reason. {Ron and Hermione turn to stand with Harry. There is a massively huge three headed dog sleeping in front of them. The dog, FLUFFY, begins to wake. It growls, yawns, and growls more...noticing the intruders.}",542,1
all," AHHHHHHH! {The three bolt, running out of the door. They turn quickly to shut the door and battle against the dog. They get the door shut and run.}",543,1
environment,Back in the Gryffindor room. They are breathless.,544,1
ron, What do they think they're doing?? Keeping a thing like that locked up in a school.,545,1
hermione," You don't use your eyes, do you? Didn't you see what it was standing on?",546,1
ron," I wasn't looking at its feet! I was a bit preoccupied with its heads. Or maybe you didn't notice, there were three! {they begin to climb the stairs to the dorms.}",547,1
hermione, It was standing on a trap door. Which means it wasn't there by accident. It's guarding something.,548,1
harry, Guarding something?,549,1
hermione," That's right. Now, if you two don't mind, I'm going to bed before either of you come up with another clever idea to get us killed...or worse, expelled! {turns and leaves, shutting the door to her dorms.}",550,1
ron, She needs to sort out her priorities!,551,1
environment,Harry nods.,552,1
scene," Outside, day time. Oliver and Harry appear, carrying a trunk. They put it down.",553,1
oliver," Quidditch is easy enough to understand. Each time has seven players, 3 chasers, 2 beaters, 1 keeper and a seeker that's you. There are three kinds of balls. {picks up a red one} This one's called the Quaffle. Now, the chasers handle the Quaffle and try to put it through one of those three hoops. {Points to a faraway Quidditch pitch.} The keeper, that's me, defends the hoops. {throws ball to Harry.} With me so far?",554,1
harry, {throws back} I think so. What are those? {points to two squirming chained down balls.},555,1
oliver," ...You better take this. {hands Harry a small bat. He bends down and releases one ball. With an angry growl, it flies off into the air. The two boys watch it.} Careful now, it's comin' back. {The balls comes whizzing down, and Harry cracks at it with the bat. The ball soars off through a statue.} Eh, not bad, Potter, you'd make a fair beater...Uh-oh. {The ball zooms down, and Oliver grabs it, wriggling to get it back in the box. He succeeds and is out of breath.} Bludger. Nasty little buggers. But the only ball I want you to worry about is this...the Golden Snitch. {hands Harry a walnut sized golden ball.}",556,1
harry, I like this ball.,557,1
oliver," Ah, you like it now. Just wait. It's wicked fast and damn near impossible to see.",558,1
harry, What do I do with it?,559,1
oliver," You catch it...before the other team's seeker. You catch this, the game is over. You catch this, Potter, and we win.",560,1
environment,{The ball flutters out two delicate wings and jumps into the air. Harry keeps an eye on it.},561,1
harry, Whoa.,562,1
scene," PROFESSOR FLITWICK's class. The teacher is very short, and is standing on a bunch of books.",563,1
flitwick," One of a wizard's most rudimentary skills is levitation the ability to make objects fly. Uh, do you all have your feathers? {Hermione raises hers.} Good. Now, uh, don't forget the nice wrist movement we've been practicing, hmm? The swish and flick. Everyone. {All} The swish and flick. Good. And enunciate. Wingardium Leviosa. Off you go then.",564,1
draco, Wingardium Levio-saaa.,565,1
environment,{All practice.},566,1
ron, Wingardrium Leviosar. {whacks with wand numerous times.},567,1
hermione," Stop, stop, stop. You're going to take someone's eye out. Besides, youre saying it wrong. It's Leviosa, not Leviosar.",568,1
ron," You do it then if you're so clever. Go on, go on.",569,1
environment,Hermione straightens up and swishes her wand.,570,1
hermione, {crisply} Wingardium Leviosa. {The feather glows and lifts up. Ron puts his head on his books dejectedly.},571,1
flitwick," Oh, well done! See here, everyone! Ms. Granger's done it! Oh, splendid!",572,1
environment,Seamus begins swishing at his feather.,573,1
seamus," Wingard Levosa. Wingard Levosa. {Flitwick to Hermione: Well done, dear.}",574,1
environment,BOOOM!!! Seamus' feather explodes. Flitwick gasps.,575,1
flitwick, Whooaaa! Ooh.,576,1
harry," I think we're going to need another feather over here, Professor.",577,1
scene," Neville, Harry, Ron and Seamus are walking through a courtyard with other students all around.",578,1
ron," It's Leviosa, not Leviosar. Honestly, she's a nightmare. No wonder she hasn't got any friends!",579,1
environment,"Hermione bustles past, sniffling.",580,1
harry, I think she heard you.,581,1
scene," Night, in the great hall. It is Halloween. Everyone is eating candy, and Jack O'Lanterns are keeping the place lit. There is chatter.",582,1
harry, Where's Hermione?,583,1
neville, Parvati Patil said that she wouldn't come out of the girl's bathroom. She said that she'd been in there all afternoon...crying.,584,1
environment,"{Ron and Harry exchange glances. Suddenly, Professor Quirrell comes flying into the room, screaming.}",585,1
quirrell, TROLL! IN THE DUNGEON! T-TROOLLL IN THE DUNGEON!! {stops and there is utter silence.} Thought you ought to know. {falls over in a dead faint.},586,1
environment,"The room is silent, and then everyone freaks, screaming and running.",587,1
dumbledore," SILLLLLEEENNNNCEEEEE! {Everyone stops.} Everyone will please, not panic. Now, Prefects will lead their houses back to the dormitories. Teachers will follow me to the dungeons.",588,1
girl," Hufflepuff, this way!",589,1
boy, Stay together!,590,1
environment,"Snape looks aghast, and he disappears through a doorway.",591,1
scene, Percy is leading the house down a hall.,592,1
percy, Gryffindors...keep up please. And stay alert!,593,1
harry, How could a troll get in?,594,1
ron," Not by itself. Trolls are really stupid. Probably people playing jokes. {Suddenly, Harry stops and pulls Ron aside.} What?",595,1
harry, Hermione! She doesn't know!,596,1
environment,"The two run off, down corridors. They start running down a hall when they stop, because there is a grunting noise. Harry pulls Ron into a doorway and a large, ugly TROLL thunks by into a room.",597,1
harry, He's going into the Girl's Bathroom!,598,1
scene," In the bathroom, Hermione emerges from a stall, wiping her eyes. She stops when she sees something. The troll is standing there. Hermione backs up, into the stall just as the troll raises its club and smashes the top part of the stalls. Hermione screams. Harry and Ron come bursting in.",599,1
harry," Hermione, move!",600,1
environment,The troll smashes the remaining stalls.,601,1
hermione, Help! Help! {The boys start throwing wood pieces at the troll.},602,1
ron," Hey, pea brain! {Ron throws wood and hits the troll on the head. Hermione escapes from the stalls to under a sink, but the troll sees her and goes to smash her. It cracks the sink and barely misses Hermione. Harry cringes.}",603,1
hermione, Ahhh! Help!,604,1
environment,"Harry gets out his wand. He runs forward and grabs the troll's club, and is lifted up.",605,1
harry," Whooa! Whoa, whoa! {He lands on the troll's head, and is hurled forward, then back, and his wand goes up the troll's nose.}",606,1
ron, Ew.,607,1
environment,"The troll snorts, and whips around.",608,1
harry," Whoa, whoa whoa!",609,1
environment,"The troll gets Harry off its head and is holding him by one leg, upside down. It gears up its club and swipes at Harry. He pulls himself up, then down. The troll swipes again.",610,1
harry, Do something! {swipe},611,1
ron, What? {swipe},612,1
harry, Anything! Hurry up!,613,1
environment,"Ron grabs his wand. Under the sink, Hermione waves her hand.",614,1
hermione, Swish and flick!,615,1
ron," Wingardium Leviosa! {flick. The club is lifted out of the troll's hand and hovers above its head. The troll looks up, confused, just as the club comes crashing back down. (Ron: Cool.)  It hits the troll's head and the troll wavers, then drops Harry, who crawls away, and comes crashing down, hard.",616,1
environment,Hermione approaches carefully.,617,1
hermione, Is it...dead?,618,1
harry, I don't think so. Just knocked out. {He grabs his wand...which is covered in goo.} Ew. Troll bogies.,619,1
environment,"Suddenly, McGonagall, Snape and Quirrell come rushing in.",620,1
environment,They all gasp.,621,1
mcgonagall," Oh! Oh, my goodness! E-Explain yourselves, both of you!",622,1
environment,"Ron and Harry: Well, what it is...",623,1
hermione," It's my fault, Professor McGonagall. {The teachers, and Ron and Harry, gape}",624,1
mcgonagall, Ms. Granger?,625,1
hermione, I went looking for the troll. I'd read about them and thought I could handle it. But I was wrong. If Harry and Ron hadn't come and found me...I'd probably be dead.,626,1
mcgonagall," Be that as it may...it was an extremely foolish thing to do. {Harry looks at Snape's leg...which has a large cut on it. Snape notices and covers it up, glaring at Harry.} I would have expected more rational behaviour on your part, Ms. Granger. 5 points will be taken from Gryffindor for your serious lack of judgment. As for you two gentlemen I just hope you realize how fortunate you are. Not many students could take on a full grown mountain troll and live to tell the tale. 5 points...will be awarded to each of you. For sheer dumb luck. {Snape and McGonagall exit.}",627,1
quirrell, Perhaps you ought to go...M-might wake up...heh. {Exit Ron and Harry and Hermione.} {Troll roars.} Ahh! Hehe....,628,1
scene," The next morning, in the great hall. The gang is sitting, eating. Harry is twirling his food on a fork.",629,1
ron," Take a bit of toast, mate, go on.",630,1
hermione," Ron's right, Harry. You're gonna need your strength today.",631,1
harry, I'm not hungry.,632,1
environment,Snape appears.,633,1
snape," Good luck today, Potter. Then again, now that you've proven yourself against a troll, a little game of Quidditch should be easy work for you...even if it is against Slytherin. {Leaves, limping.}",634,1
harry, That explains the blood.,635,1
hermione, Blood?,636,1
harry," Listen, last night, I'm guessing Snape let the troll in as a diversion so he could try and get past that 3 headed dog. But, he got himself bitten, that's why he's limping.",637,1
hermione, But why would anyone go near that dog?,638,1
harry," The day I was at Gringotts, Hagrid took something out of one of the vaults. He said it was Hogwarts' business, very secret.",639,1
hermione, So you're saying...,640,1
harry, That's what the dog's guarding. That's what Snape wants.,641,1
environment,"{An owl screeches. It is Hedwig. She is carrying a very large, long parcel. She drops it off.}",642,1
hermione," Bit early for mail, isn't it?",643,1
harry, But I-I never get mail.,644,1
ron, Let's open it.,645,1
environment,{They open it.},646,1
harry, It's a broomstick!,647,1
ron," Thats not just any broomstick, Harry. It's a Nimbus 2000!",648,1
harry, But who...?,649,1
environment,"{He sees Professor McGonagall up at the head table, stroking Hedwig. She smiles and Harry nods.}",650,1
scene," Inside a Quidditch tower. The Gryffindor team is marching towards the starting gate. They reach it and stop, behind a closed double door.",651,1
oiiver," Scared, Harry?",652,1
harry, A little bit.,653,1
oliver, That's all right. I felt the same way before my first game.,654,1
harry, What happened?,655,1
oliver," Er, I don't really remember. I took a bludger to the head 2 minutes in. Woke up in the hospital a week later.",656,1
environment,"Harry gulps and looks straight ahead as the doors open. They mount their brooms and zoom out onto the enormous pitch. There is cheering. The commentator, LEE JORDAN, is talking from a tower.",657,1
lee," Hello, and welcome to Hogwarts' first Quidditch game of the season! Today's game Slytherin versus Gryffindor!!!",658,1
environment,{Cheering. Close-up of Gryffindor students. They are cheering. Neville: Gryffindor!},659,1
environment,"The players take their positions in the air in a circle. Harry weaves in, highest amongst. He looks down.",660,1
lee, The players take their positions as Madam Hooch steps out onto the field to begin the game.,661,1
hooch," Now, I want a nice clean game...from all of you. {looks at Slytherin. She kicks the trunk, and the bludgers zoom out.}",662,1
lee," The bludgers are up...followed by the Golden Snitch. Remember, the snitch is worth 150 points. The seeker who catches the Snitch ends the game.",663,1
environment,"The snitch zooms around each Seeker's head, then disappears. Hooch grabs the Quaffle.",664,1
lee, The Quaffle is released...and the game begins!,665,1
environment,"Gryffindor takes possession of the ball and a chaser, ANGELINA JOHNSON, zooms past Slytherins towards their goal, and throws the ball, and scores! There is a ding.",666,1
lee, Angelina Johnson scores! 10 points for Gryffindor! {He presses a button and a 10 shows up beside a plaque with Gryffindors name.},667,1
environment,"Harry, in the air, claps.",668,1
harry, Yes! {a bludger zooms by him.} Whoa!,669,1
environment,"In the stands, Gryffindor cheers.",670,1
hagrid, Well done!,671,1
lee, Slytherin takes possession of the Quaffle. Bletchley passes to Captain Marcus Flint.,672,1
environment,"Flint dodges people and throws for the Gryffindor hoops. Oliver appears and whacks the ball away with his broom. He smirks at Flint, who glares. Johnson and KATIE BELL pass the Quaffle back and forth as they strategize to score. Johnson takes it, throws, and once again scores!",673,1
environment,Ron and Seamus: Yay!,674,1
harry, Yes!,675,1
lee, Another 10 points to Gryffindor! {ding.},676,1
gryffindors, Yay!,677,1
environment,"The Slytherins decide to get messy. They dodge, kick, and try to score. Once again, Oliver blocks.",678,1
flint, Give me that! {he grabs a beaters bat from one and whacks a bludger right at Oliver. It hits Oliver in the stomach and he falls to the ground.},679,1
crowd, {Booing},680,1
environment,Harry is visibly upset.,681,1
environment,Slytherin laughs.,682,1
environment,The Slytherin members head off. One jumps over George (or Fred) and scores. Harry is upset again. Slytherin cheers.,683,1
flint, {to other members} Take that side!,684,1
environment,"They box Johnson in and sent her into the capes covering one of the towers. She falls down in and is out. The crowd boos. Slytherin scores once again. Suddenly, Harry sees the Snitch. He starts to head off after it and then his broom starts bucking and turning.",685,1
harry, Whoa! Whooa!,686,1
hagrid, What's going on with Harry's broomstick?,687,1
environment,"Hermione looks through binoculars at Harry, then at Snape, who is muttering something.",688,1
hermione, It's Snape! He's jinxing the broom!,689,1
ron, Jinxing the broom? What do we do?,690,1
hermione, Leave it to me. {She hands Ron her binoculars and leaves.},691,1
environment,"Harry is knocked around, then falls, dangling by one arm from the broom.",692,1
ron," Come on, Hermione!",693,1
environment,Hermione is hurrying up a tower. She appears underneath Snape and touches his cloak with her wand.,694,1
hermione, Lacarnum Inflamarae.,695,1
environment,A spark ignites and Snape's cloak catches fire. Hermione leaves.,696,1
man, Fire! You're on fire!,697,1
snape," What? Oh! {knocks the man back, who falls into Quirrell, who then also falls. Snape bats out the fire and acts as though nothing happened. The broom stop bucking, and Harry climbs back on. The Slytherin seeker is after the Snitch. Harry takes off.}",698,1
ron, Go!,699,1
hagrid, Go go go!,700,1
environment,"Harry rams the Slytherin Seeker, then is butted out. He returns, smashing the Seeker again as the Snitch dives. The boys follow, but they approach the ground quickly. The Slytherin Seeker backs out, and Harry pulls up his broom as he follows the Snitch, feet above the ground. Harry stands up, and steps forward, trying to grab the ball. He goes too far, and topples off the broom with a yelp, tumbling on the ground. He gets up and lurches.",701,1
environment,The crowd gasps. Hermione appears beside a tower to see.,702,1
hagrid, Looks like he's gonna be sick!,703,1
environment,Harry lurches and the Snitch pops out of his mouth. It lands in his hands.,704,1
lee, He's got the Snitch! Harry Potter receives 150 points for catching the Snitch!,705,1
hooch, {Blows whistle} Gryffindor win!,706,1
all, YAY!,707,1
draco, No!,708,1
hagrid, Yes!,709,1
hermione, Whoo-hoo!,710,1
mcgonagall, {Giggles happily},711,1
environment,"Harry raises the Snitch into the air and the crowd, and his team, cheers.",712,1
crowd, Go go Gryffindor! Go go Gryffindor! Go go Gryffindor! Go go Gryffindor!,713,1
environment,"Harry, Hermione and Ron are walking along a path with Hagrid, talking.",714,1
hagrid, Nonsense. Why would Snape put a curse on Harry's broom?,715,1
harry, Who knows. Why was he trying to get past that 3 headed dog on Halloween?,716,1
hagrid, Who told you 'bout Fluffy?,717,1
ron, Fluffy?,718,1
hermione, That thing has a name?,719,1
hagrid," Well, of course he's got a name. He's mine. I bought him off an Irish feller I met down at the pub last year. Then I lent him to Dumbledore to guard the",720,1
harry, Yes?,721,1
hagrid," Shouldn'ta said that. Don't ask any more questions. That's top secret, that is.",722,1
harry," But Hagrid, whatever Fluffy's guarding, Snape's trying to steal it!",723,1
hagrid, Codswallop. Professor Snape is a Hogwarts teacher.,724,1
hermione," Hogwarts teacher or not, I know a curse when I see one. I've read all about them. You have to keep eye contact. And Snape wasn't blinking.",725,1
harry, Exactly.,726,1
hagrid," {sighs} Now, you listen to me, all three of you. You're meddlin' in things that ought not to be meddled in. It's dangerous. What that dog is guarding is strictly between Professor Dumbledore and Nicholas Flamel.",727,1
harry, Nicholas Flamel?,728,1
