character,statement,line,book
ron,"Right. Ron presses a TINY SILVER BUTTON on the dashboard and they... DISAPPEAR. Down below, the baffled pedestrians blink. 28. 34 EXT. FLYING CAR (SCOTLAND) - DAY (LATER) 34 CAMERA STARTS IN the clouds, passes through, finds Scotland's stunning green. The Anglia's ENGINE PUTTERS softly, when -- POP! - the car reappears. Ron jabs at the silver button.",235,2
ron,"Uh oh. The Invisibility Booster must be faulty. CAMERA ZOOMS ALONG the ridge of a cliff. The car reappears from above, gliding away FROM CAMERA.",236,2
ron,Any sign of the train?,237,2
harry,"There! Up ahead! Look... Along a STEEP BRIDGE, a single line of TRAIN TRACKS appear.",238,2
ron,"Brilliant. Ron SHIFTS, GLIDES DOWN, until the Anglia is only a few feet above the tracks. The boys peer ahead, looking for the train.",239,2
ron,"It must be around here someplace. Behind them, through the Anglia's rear window, the Hogwarts Express APPEARS, closing fast. Harry and Ron perk up. Smile.",240,2
harry,"Do you hear that? Then, at precisely the same moment, Harry and Ron register the DIRECTION of the sound. They glance at each other, turn as one and see the train GROWING HUGE in the rear window.",241,2
harry,"Aaaahhhhh! Ron SPINS THE WHEEL, puts his foot to the gas and -- at the last possible second -- whips the Anglia out of the train's path. The car WAFFLES, TOPPLES upside down briefly, before...",242,2
ron,"Aaaahhhhh! Ron SPINS THE WHEEL, puts his foot to the gas and -- at the last possible second -- whips the Anglia out of the train's path. The car WAFFLES, TOPPLES upside down briefly, before...",242,2
environment,29. 34,244,2
environment,"... TILTING onto its side. As it jets under the bridge, Harry goes SLIDING DOWN ACROSS HIS SEAT, into the door, and... OUT. Dangling upside-down from the open door, he watches the Hogwarts Express ZIP PAST and, in one window, glimpses NEVILLE and SEAMUS, mouths open in astonishment.",245,2
ron,"Take my hand! Harry's grips Ron's hand, eyes the train steaming far below. It's quite a drop. Harry's fingers begin to LOSE THEIR GRIP.",246,2
ron,Hold on!,247,2
harry,"I'm trying! Your hand's all sweaty! Straining, Ron yanks him inside, levels off the car. As Harry falls heavily into his seat, he BUCKLES his safety belt.",248,2
harry,"I think we found the train. 35 EXT. HOGWARTS CASTLE - FLYING CAR - NIGHT 35 As HOGWARTS CASTLE comes INTO VIEW, the Anglia ENTERS FRAME.",249,2
ron,"Welcome home, Harry. Harry smiles at the sight of it, when... the Anglia GROANS.",250,2
harry,"Just out of interest, Ron. Have you ever landed a car before?",251,2
ron,"Well... no. but, until a few hours ago, I'd never taken off in one either. With that, the car LURCHES, the nose DROPS, and...",252,2
ron,Uh oh.,253,2
environment,30. 35,254,2
environment,"... Harry, Ron and car go pitching through the night. As Ron rakes the GEARS, they hurtle madly toward the CASTLE WALL.",255,2
ron,IT'S NOT WORKING!,256,2
harry,"UP! UP! Ron SHIFTS desperately. The Anglia LURCHES up, barely clears the castle wall. Harry and Ron exchange a look of relief, when... the car GROANS again, LURCHES... downward.",257,2
harry,MIND THAT TREE! Down below a GIANT WILLOW TREE looms. Ron SHIFTS. Nothing.,258,2
harry,"TURN! TURN! Harry reaches over and, together, he and Ron SPIN THE WHEEL. It's useless. The car is heading straight for the tree. Desperately, Ron WHIPS OUT his wand and WHACKS THE DASHBOARD.",259,2
ron,"STOP! STOP! STOP! The wand SNAPS IN TWO and -- CRUNCH! -- car meets tree. Harry blinks. They hang dreamily, BALANCED on the HIGHEST LIMB.",260,2
ron,My wand! Look at my wand!,261,2
harry,"Be thankful it's not your neck. THWUNMP! Something HEAVY HITS Harry's door, sends a SHUDDER through the car.",262,2
ron,"What's happening? Slowly, they look up and, in disbelief, watch one of the tree's branches PULL BACK, CURL INTO ITSELF, and come LASHING FORWARD like a MASSIVE FIST. THWUMP!",263,2
environment,. (2) 35 HARRY/RON,264,2
harry,"Aaaaahhhhh! The Anglia tilts crazily, slides backwards and FREE-FALLS through the air and... LANDS on lower grid of branches.",265,2
ron,"Aaaaahhhhh! The Anglia tilts crazily, slides backwards and FREE-FALLS through the air and... LANDS on lower grid of branches.",265,2
ron,"What kind of tree is this? Before Harry can respond, the tree begins to PUMMEL THE CAR from all sides, tossing Henry and Ron about like popcorn. WINDOWS SHATTER. Heavy DENTS appear on the roof above Ron and Harry's heads. Then the car FALLS again... ... SLAMMING HEAVILY TO THE GROUND. Instantly, the tree's lower branches shoot through the front and rear windscreens and, gaining purchase, begin to SHAKE THE CAR BACK AND FORTH.",267,2
harry,"Aaaaahhhhh! The tree PITCHES the car into the air. As the Anglia SLAMS DOWN again, bobbing on its SQUEALING SHOCKS, the ENGINE BURBLES BACK TO LIFE. Harry LOOKS UP, peering through the shattered windscreen. The willow's branches, as one, rear back, ready for one last punishing blow. Harry CRIES OUT.",268,2
ron,"Aaaaahhhhh! The tree PITCHES the car into the air. As the Anglia SLAMS DOWN again, bobbing on its SQUEALING SHOCKS, the ENGINE BURBLES BACK TO LIFE. Harry LOOKS UP, peering through the shattered windscreen. The willow's branches, as one, rear back, ready for one last punishing blow. Harry CRIES OUT.",268,2
harry,"Reverse! Reverse! Ron SHIFTS, the CAR SHOOTS BACKWARDS, and the willow PUMMELS THE TREAD-MARKED GROUND they just vacated. Safely clear, the doors fly open, the seats tip sideways, and Ron and Harry are ejected. As they hit the ground, their trunks fly from the boot, Hedwig's cage rockets out the back window, and Hedwig herself flaps into the night. Taillights blazing angrily, the BATTERED car speeds off, fishtailing into the Dark Forest.",270,2
ron,"Dad's going to kill me. They hear a TREMENDOUS GROAN, turn back, and see the Whomping Willow assume its natural form, waiting for its next victim. 36 EXT. STONE STEPS/ENTRANCE HALL - NIGHT 36 Filthy and bruised, Harry and Ron drag themselves up the steps. Behind them we see the mountain of student trunks and caged pets already brought up from the train.",271,2
environment,. 36 HARRY,272,2
harry,"A house elf shows up in my bedroom, we can't get through the barrier to Platform Nine and Three Quarters, we almost get killed by a tree... clearly someone doesn't want me here this year.",273,2
filch,"Well, take a good look, lads... They stop. ARGUS FILCH stands at the top of the landing, his cat -- MRS. NORRIS -- twitching her tail at his feet.",274,2
filch,This night might well be the last you spend in this castle. 37 INT. SNAPE'S OFFICE - MOMENTS LATER 37,275,2
environment,"The Evening Prophet ENTERS FRAME. The HEADLINE reads FLYING FORD ANGLIA MYSTIFIES MUGGLES. Below the fold a PHOTO shows Harry and Lockhart at Flourish and Blotts. CAMERA PULLS BACK, PROFESSOR SEVERUS SNAPE stands at his desk, newspaper in hand as Harry and Ron stare with dread. Filch lurks in the doorway, eying them with pleasure.",276,2
environment,33. 37 SNAPE,277,2
snape,You were seen! By no less then seven Muggles. Do you have any idea how serious this is? You have risked the exposure of our world. Not to mention the damage you inflicted on a Whomping Willow that has been on these grounds for hundreds of years.,278,2
ron,"Honestly, Professor Snape, I think it did more damage to us.",279,2
snape,"Silence! I assure you, were you in Slytherin and your fate rested with me, the both of you would be on the train home tonight. As it is --",280,2
albus dumbledore,They are not. Harry and Ron turn. ALBUS DUMBLEDORE stands in the doorway. Alongside him is a distinctly annoyed PROFESSOR McGONAGALL.,281,2
harry,Professor Dumbledore. Professor McGonagall...,282,2
snape,"Headmaster, these boys have flouted the Decree for the Restriction of Underage Wizardry. As such...",283,2
albus dumbledore,"I'm well aware of our bylaws, Severus, having written more than a few myself. However, as Head of Gryffindor House, it is for Professor McGonagall to determine the appropriate action.",284,2
ron,"(rising gloomily) We'll go and get our stuff. PROFESSOR McGONAGALL What are you talking about, Mr. Weasley?",285,2
environment,. (2) 37 RON,286,2
ron,"Well, you're going to expel us, aren't you? PROFESSOR McGONAGALL Not today, Mr. Weasley. But I must impress upon both of you the seriousness of what you have done. I will be sending owls to both of your families tonight. And you will each get a detention. Snape casts a look of pure venom at Harry and Ron.",287,2
albus dumbledore,"Splendid. Now, I suggest we return to the feast. There's a delicious-looking custard tart I want to sample. Rising, Harry spies an ENVELOPE on the floor. Taking it, he reads the back ""KWIKSPELL. A CORRESPONDENCE COURSE IN BEGINNER'S MAGIC."" It's addressed to ""MR. ARGUS FILCH.""",288,2
harry,"Mr. Filch. You dropped this... Filch turns, eyes the envelope with embarrassment, then snatches it from Harry's hand and stuffs it into his pocket.",289,2
environment,"39 EXT. HOGWARTS CASTLE - MORNING 39 The Whomping Willow sulks in the courtyard, SLINGS strung about its injured branches. CAMERA CRANES OVER the castle walls, REVEALING the exterior of GREENHOUSE THREE, where students hurry inside for the beginning of class. 40 INT. GREENHOUSE THREE - MORNING 40 As Harry and Ron enter, SEAMUS, NEVILLE and some of the other Gryffindors hover nearby.",290,2
neville,Detention. On the first day?,291,2
seamus,That must be some kind of record.,292,2
environment,35. 40 HERMIONE,293,2
hermione,I should think you'd count yourself lucky that's all you got.,294,2
ron,"I should think you'd mind your own business. They glare at each other. PROFESSOR SPROUT, a squat little witch, TAPS her wand on a stack of POTS.",295,2
professor sprout,"Welcome to Greenhouse Three, Second Years. Today, we will be re-potting Mandrakes. Now, who here can tell me the properties of the Mandrake? Yes, Miss Granger.",296,2
hermione,"Mandrake, or Mandragora, is used to return those who have been transfigured to their original state. It's also quite dangerous. The Mandrake's cry is fatal to anyone who hears it.",297,2
professor sprout,"Excellent. Ten points to Gryffindor. As our Mandrakes are only seedlings, their cries won't kill yet. However, they will knock you out for several hours. That is why I have provided each of you with a pair of earmuffs. If you would then... Ron frowns. He's gotten a BRIGHT PINK FLUFFY pair. When the class is ready, Professor Sprout leads them to the GARDEN AREA. She grasps one of the TUFTY PLANTS before her... and pulls. Harry gasps. Instead of roots, a small, muddy, extremely ugly BABY pops out of the earth, leaves growing right out of its head. Neville's eyes ROLL BACK. He FAINTS. Professor Sprout plunges the BAWLING CREATURE deep into a POT, removes her earmuffs, and the others follow suit. Everyone save Neville, who lies stretched on the ground.",298,2
professor sprout,Hm. Looks as though Mr. Longbottom neglected his muffs.,299,2
environment,. (2) 40 SEAMUS,300,2
seamus,"No, ma'am. He's just fainted.",301,2
professor sprout,"Very well. We'll just leave him then. Come now. Four to a tray, plenty of pots to go round... 41 INT. GREAT HALL - LUNCH - DAY 41 Percy enters in the company of PENELOPE CLEARWATER, just as NEARLY HEADLESS NICK glides by.",302,2
penelope clearwater,There's Nearly Headless Nick.,303,2
percy,"Hello, Sir Nicolas.",304,2
nearly headless nick,"Hello, Percy. Miss Clearwater. At the Gryffindor table, Hermione has her nose buried in Gilderoy Lockhart's Travels with Trolls. Ron runs gobs of Spellotape over his BROKEN WAND, shakes his head grimly.",305,2
ron,Say it. I'm doomed.,306,2
harry,"You're doomed. FLASH! -- a LIGHT BLINDS Harry. He blinks, finds a small boy (COLIN CREEVEY) standing before him with a CAMERA.",307,2
colin,"Hiya, Harry. I'm Colin Creevey. I'm in Gryffindor too.",308,2
harry,"Hello, Colin. Nice to meet --",309,2
colin,"They're for my dad -- the pictures. He's a milkman, you know, a Muggle, like all our family's been until me. No one knew all the odd stuff I could do was magic till we got my letter from Hogwarts. Everyone just thought I was mental.",310,2
environment,. 41 RON,311,2
ron,Imagine that.,312,2
colin,"Say, Harry. D'you think your friend could take a photo of me and you standing together? Ya' know, to prove I've met you? Harry glances at Ron. He looks positively homicidal. Mercifully, just then, OWLS STREAM into the Hall.",313,2
dean thomas,"Post is here! One after another, the birds swoop gracefully down, clutching letters from home. All except one, who plops beak-first into Ron's soup. Errol.",314,2
ron,Bloody bird's a menace -- Oh... no.,315,2
seamus,"Heads up, everyone. Weasley's gotten himself a Howler.",316,2
environment,A. (2) 41 NEVILLE,317,2
neville,"Go on, Ron. I ignored one from my Gran once... and it was horrible. Ron looks pale. Clutched in Errol's beak is a DAMP RED ENVELOPE. Hands shaking, he takes it, opens it, and... MRS. WEASLEY'S VOICE THUNDERS, sending plates and spoons rattling. MRS. WEASLEY (V.O.) RONALD WEASLEY! HOW DARE YOU STEAL THAT CAR! I AM ABSOLUTELY DISGUSTED! YOUR FATHER'S NOW FACING AN INQUIRY AT WORK AND IT'S ENTIRELY YOUR FAULT! IF YOU PUT ANOTHER TOE OUT OF LINE WE'LL BRING YOU STRAIGHT HOME! (softening suddenly) Oh, and Ginny dear. Congratulations on making Gryffindor. Your father and I are so proud. Ginny, sitting a bit apart from the others, looks up shyly, then returns to the SMALL BLACK BOOK she's scribbling in. Ron watches the envelope RIP ITSELF TO PIECES, then endures HOWLS of LAUGHTER from the other House tables. Colin Creevey snaps a few photos. Harry looks sympathetically at Ron.",318,2
harry,"Look at it this way. How much worse can things get? 38. 42 INT. GILDEROY LOCKHART'S CLASSROOM - DAY 42 Gilderoy Lockhart paces before the class. Hermione and the girls hang on his every word, while Harry and Ron eye the LARGE, COVERED CAGE RATTLING mysteriously on his desk.",319,2
gilderoy lockhart,"Let me introduce you to your new Defense Against the Dark Arts Teacher. Me. Gilderoy Lockhart, Order of Merlin, Third Class, Honorary Member of the Dark Force Defense League and five times winner of Witch Weekly's Most- Charming-Smile Award -- But I don't talk about that. I didn't get rid of the Bandon Banshee by smiling at her! Lockhart awaits laughter. A few students smile weakly.",320,2
gilderoy lockhart,"I see you've all bought a complete set of my books. Well done. I thought we'd start today with a little quiz. Nothing to worry about. Just to check how well you've read them, how much you've taken in... Lockhart begins to circulate papers. Harry and Ron examine the questions. Ron WHISPERS to Harry.",321,2
ron,Look at these questions. They're all about him.,322,2
harry,'What is Gilderoy Lockhart's favorite color?',323,2
ron,'What is Gilderoy Lockhart's greatest achievement to date?',324,2
harry,'When is Gilderoy Lockhart's birthday and what would his ideal gift be?',325,2
gilderoy lockhart,"You have thirty minutes. Start -- now! As quills begin to dart across pages, we --",326,2
environment,39.,327,2
environment,Lockhart rifles through the completed exams.,328,2
gilderoy lockhart,"Tut, tut. Hardly any of you remembered my favorite color is lilac. But Miss Hermione Granger knew that my secret ambition is to rid the world of evil and market my own range of hair care potions. Good girl. Hermione beams. Lockhart's expression suddenly darkens.",329,2
gilderoy lockhart,"Now... be warned! It is my job to arm you against the foulest creatures known to wizardkind! You may find yourself facing your own worst fears in this room. Know only that no harm can befall you whilst I am here... With a showman's flair, Lockhart turns slowly to the cage.",330,2
gilderoy lockhart,"I must ask you not to scream. It might provoke them. A pale Neville draws back. Harry and Ron lean forward. Lockhart lets the tension build, then WHIPS off the cover. Inside the cage are several electric blue CREATURES. Eight inches tall, with pointed faces and wings, they rattle the bars and pull bizarre faces at the students.",331,2
seamus,Cornish pixies?,332,2
gilderoy lockhart,"Freshly caught Cornish pixies. Unable to control himself, Seamus SNORTS with laughter.",333,2
gilderoy lockhart,"Laugh if you will, Mr. Finnegan, but pixies can be devilishly tricky little blighters. Let's see what you make of them now! Lockhart flings open the cage. Instantly, the pixies rocket about, spraying the students with ink bottles, BREAKING BEAKERS and shredding books. Two SEIZE Neville by the ears, lift him into the air, and begin to circle the ceiling.",334,2
environment,. 42 GILDEROY LOCKHART,335,2
gilderoy lockhart,"Come on now, round them up, round them up. They're only pixies. (brandishing his wand) Peskipiski Pesternomi! The spell has absolutely no effect. A particularly obnoxious pixie makes a face, seizes Lockhart's wand and tosses it out the window. Lockhart joins the stampede to the door.",336,2
gilderoy lockhart,"I'll ask you three to just nip the rest of them back into their cage. SLAMMING the door, he's gone. Harry, Ron and Hermione stand blinking. Ron swats a pixie gnawing his ear.",337,2
ron,What do we do now?,338,2
hermione,"(raising her wand) Immobilus! The pixies FREEZE IN MIDAIR. Neville falls, PLOPS onto Lockhart's desk, shaken but unhurt. He looks at Hermione.",339,2
neville,Why is it always me?,340,2
environment,"42B INT. SEVENTH FLOOR - CORRIDOR - LATER 42B Fresh from the pixies, Hermione, Ron, Harry and Neville walk. Hair askew. Robes shredded.",341,2
ron,Can you believe him?,342,2
hermione,I'm sure Professor Lockhart just wanted to give us some hands-on experience.,343,2
harry,"Hands on? Hermione, he didn't have a clue what he was doing.",344,2
environment,. 42B HERMIONE,345,2
hermione,Rubbish. Read his books. You'll see all the amazing things he's done.,346,2
ron,He says he's done.,347,2
environment,&amp; &amp;,348,2
environment,"45 EXT. HOGWARTS - COURTYARD - DAY 45 The Gryffindor Quidditch team -- Harry, Fred, George, ALICIA SPINNET, KATIE BELL, and ANGELINA JOHNSON -- trail Oliver Wood through the courtyard, toward the distant Quidditch pitch. Several students are outside, studying.",349,2
wood,"I spent the summer devising a whole new Quidditch program. We're going to train earlier, harder, and longer! (squinting) What the... I don't believe it! Crossing the courtyard from the other side are SEVEN BOYS in GREEN ROBES, also carrying broomsticks. At their lead is MARCUS FLINT, trollish Slytherin Captain. Ron, sitting at a table with Hermione, looks up.",350,2
environment,42. 45 RON,351,2
ron,Uh-oh. I smell trouble.,352,2
wood,"Clear out, Flint! I booked the pitch for Gryffindor today.",353,2
flint,"Easy, Wood. I've got a note. As Wood snatches the PARCHMENT from Flint's hand, Ron and Hermione come up to join the others.",354,2
wood,"'I, Professor Severus Snape, do hereby give the Slytherin team permission to practice today, owing to the need to train their new Seeker.' (looking up) You've got a new Seeker? Who? A pasty-faced boy pushes to the front. It's... Malfoy.",355,2
harry,Draco?,356,2
draco,"That's right. And that's not all that's new this year... As one, the seven Slytherins hold out seven brand-new GLEAMING BROOMSTICKS. The Gryffindors look stunned.",357,2
ron,Those are Nimbus Two Thousand Ones.,358,2
flint,A generous gift from Draco's father.,359,2
draco,"That's right, Weasley. You see, unlike some, my father can afford to buy the best.",360,2
hermione,At least no one on the Gryffindor team had to buy their way in. They got in on pure talent.,361,2
environment,43. (2) 45 DRACO,362,2
draco,"No one asked your opinion, you filthy little Mudblood. Everyone reacts as if Malfoy has said something horrific -- everyone save Harry, who looks puzzled. Instantly, Fred and George fly for Draco's throat. Oliver Wood holds them back.",363,2
wood,Save it for the match.,364,2
ron,"You'll pay for that one, Malfoy! (whips out his wand) Eat slugs! Ron points his cracked wand at Malfoy. PFFT! -- a BOLT of GREEN LIGHT scissors out the wrong end, hitting Ron himself in the stomach. As he drops to the grass, Hermione runs to him",365,2
hermione,"Ron! Say something! Ron opens his mouth and... BELCHES. Hermione draws back, and watches a TRIO of SLUGS dribble out his mouth. The Slytherins CROW with LAUGHTER. Angrily, Ron rises, only to BELCH again. Fascinated, Colin Creevey runs up with his camera.",366,2
colin,"Wow! Can you hold him still, Harry?!",367,2
harry,"Get out of the way, Colin! (to Hermione) Let's take him to Hagrid. He'll know what to do. 46 INT. HAGRID'S HUT - DAY 46 Hagrid rummages about, looking for something.",368,2
hagrid,"Got jus' the thing. Set 'im down on that chair o'er there. As Ron sits, Hagrid pitches a BUCKET between his knees. Harry and Hermione glance up questioningly. Hagrid shrugs.",369,2
environment,44. 46 HAGRID,370,2
hagrid,Better out than in. Who was he tryin' ter curse anyway?,371,2
harry,"Malfoy. He called Hermione, well, I don't know exactly what it means...",372,2
hermione,(quietly) He called me a Mudblood.,373,2
hagrid,"He didn'! Harry looks confused. Hermione glances at him, then away, obviously pained by this.",374,2
hermione,It means dirty blood. Mudblood's a really foul name for someone who was Muggle-born. Someone with non-magic parents. Someone... like me. It's not a term one usually hears in civilized conversation.,375,2
hagrid,"Yeh see, Harry. There are some wizards -- like Malfoy's family -- who think they're better than everyone else 'cause they're what people call pureblood.",376,2
harry,That's horrible.,377,2
ron,(BELCHES forth a slug) It's disgusting!,378,2
hagrid,"An' it's codswallop ter boot. Dirty blood. There's 'ardly a wizard today that's not half-blood or less. If we 'adn't married Muggles we'd've died out long ago. Besides, they haven't invented a spell our Hermione can't do... (taking her shoulder) Don' you think on it, Hermione. Don' you think on it fer a minute. /45A.",379,2
environment,&amp; &amp;,380,2
environment,"49 INT. GILDEROY LOCKHART'S OFFICE - EVENING (HOURS LATER) 49 CAMERA PANS the walls of Lockhart's office, lined with FRAMED PHOTOGRAPHS of... Gilderoy Lockhart. Harry and Lockhart work by candlelight at an ornate desk. Bleary- eyed, Harry addresses envelopes, while a cheery Lockhart puts his signature to the stack of GLOSSY PHOTOS bearing his image.",381,2
gilderoy lockhart,"Harry, Harry, Harry... Can you possibly imagine a better way to serve detention than by helping me answer my fan mail? Harry forces a smile.",382,2
gilderoy lockhart,"Fame's a fickle friend, Harry. Celebrity is as celebrity does. Remember that. Harry nods, glancing gloomily at the towering stack of envelopes that remain. Dipping his quill, he starts to write, when... a CHILLY VOICE fills the room.",383,2
voice,Come... come to me...,384,2
environment,49. 49 HARRY,385,2
harry,What?,386,2
gilderoy lockhart,"I was saying, six solid months at the top of the bestseller list! Broke all records!",387,2
harry,"No... not you, that... voice.",388,2
gilderoy lockhart,Voice?,389,2
harry,That... voice. Didn't you hear it?,390,2
gilderoy lockhart,"What are you talking about, Harry? I think we're getting a bit drowsy. Great Scott -- and no wonder -- look at the time! We've been here nearly four hours! Dinner's nearly done! If you hurry you might make pudding. Spooky how the time flies when one's having fun!",391,2
harry,"Spooky. 49A INT. CORRIDOR - NIGHT (MOMENTS LATER) 49A Harry passes quickly through the lengthening shadows of the empty corridor, when...",392,2
voice,"Blood... I smell blood... Harry stops cold, looking around for the source of the voice.",393,2
voice,"Let me rip you... let me kill you... Harry steps to the wall, playing his fingers along the stone, then begins walk, slowly at first, then more quickly, as if following something, moving faster and faster, rounding the corner and coming face to face with... Hermione and Ron.",394,2
environment,. 49A HERMIONE,395,2
hermione,Harry!,396,2
harry,Did you hear it?,397,2
ron,Hear what?,398,2
harry,That... voice.,399,2
hermione,Voice? What voice?,400,2
harry,"(eyes darting around) I heard it first in Lockhart's office and then again, just --",401,2
voice,"Kill... Time to kill... As Harry stiffens, Hermione and Ron study him curiously.",402,2
harry,"It's moving. I think it's going to... kill. Harry runs off. Hermione and Ron exchange a glance, follow.",403,2
environment,thru thru,404,2
environment,"58 INT. MARBLE STAIRCASE - MOMENTS LATER 58 Harry dashes madly, taking the steps three at a time. He makes the landing, rushes through the archway, and... 59 INT. SECOND FLOOR CORRIDOR - SECOND FLOOR - NIGHT 59 ... sleds to a stop, listening Nothing. Slowly, he peers down. WATER is oozing over the stone floor, surrounding his shoes. His own REFLECTION appears and, behind it, undulating like a dream... WORDS. Ron and Hermione come huffing up.",405,2
environment,. 59 RON,406,2
ron,"Harry, what are you doing? He points. SHIMMERING on the wall are the words he saw reflected in water.",407,2
environment,ENEMIES OF THE HEIR... BEWARE.,408,2
hermione,'The Chamber of Secrets has been opened...?',409,2
ron,What's that? Hanging underneath?,410,2
harry,"That's Filch's cat. Mrs. Norris. The cat hangs stiffly by her tail from a torch bracket, eyes open and blank. Harry's eyes shift to the adjacent WINDOW near the topmost pane, SPIDERS scuttle up a silvery thread, fight to get through a crack in the glass.",411,2
hermione,Look at that. Have you ever seen spiders act like that? Ron...?,412,2
ron,"(backing away) I... don't... like... spiders. Suddenly, the stairwell is alive with VOICES and, seconds later, dozens of students stream forth, CHATTERING... when they stop, seeing the wall and, standing before it, Harry, Ron and Hermione. A thudding SILENCE falls. Then Draco pushes forward, eyes the wall, and grins nastily.",413,2
draco,"Enemies of the heir, beware! You'll be next, Mudbloods! Draco's eyes find Hermione, just as Filch appears.",414,2
filch,What's going on here? Go on now! Make way... (stopping dead) Mrs. Norris! (rounding on Harry) You! You've murdered my cat! I'll kill you! I'll --,415,2
environment,. (2) 59 DUMBLEDORE,416,2
albus dumbledore,"Argus! Dumbledore marches forward, trailed by a phalanx of teachers. Seeing the wall, Dumbledore's face darkens.",417,2
albus dumbledore,"Everyone will proceed to their dormitories immediately. (to Harry, Ron, Hermione) Everyone except you three. As the corridor empties, Dumbledore steps to the wall and, with extreme gentleness, removes Mrs. Norris.",418,2
gilderoy lockhart,"It was definitely a curse that killed her -- probably the Transmogrifian Torture. Encountered it myself once, in Ouagadougou. The full story's in my autobiography...",419,2
albus dumbledore,"She's not dead, Argus. She's been Petrified.",420,2
gilderoy lockhart,Precisely! So unlucky I wasn't there. I know the very countercurse that could have spared her...,421,2
albus dumbledore,But how she's been Petrified... I cannot say.,422,2
filch,"(pointing at Harry) Ask him! It's him that's done it. You saw what he wrote on the wall! Besides, he knows I'm -- I'm a Squib.",423,2
harry,"It's not true, sir! I swear! I never touched Mrs. Norris -- And I don't even know what a Squib is.",424,2
filch,Rubbish! He saw my Kwikspell letter!,425,2
environment,. (3) 59 SNAPE,426,2
snape,"If I might, Headmaster... The others turn, watch Snape separate from the shadows.",427,2
snape,Perhaps Potter and his friends were simply in the wrong place at the wrong time... Could Snape be defending Harry and the others blink. them?,428,2
snape,"However, the circumstances are suspicious. I, for one, don't recall seeing Potter at dinner.",429,2
gilderoy lockhart,"I'm afraid that's my doing, Severus. You see, Harry was helping me answer my fan mail... As Snape's lip curls in disgust, Hermione leaps in.",430,2
hermione,"That's why Ron and I went looking for him, Professor. We'd just found him when Harry said...",431,2
snape,"(raising an eyebrow) Yes, Miss Granger?",432,2
harry,"When I said I wasn't hungry. We were heading back to the Common Room and... found Mrs. Norris. Snape eyes Harry coldly, knowing he's lying. Harry looks away... and finds Dumbledore studying him as well.",433,2
albus dumbledore,Innocent until proven guilty.,434,2
filch,My cat has been Petrified! I want to see some punishment!,435,2
environment,. (4) 59 DUMBLEDORE,436,2
albus dumbledore,"We will be able to cure her, Argus. As I understand it, Madam Sprout has a very healthy growth of Mandrakes. When they have matured, a potion will be made which will revive Mrs. Norris. In the meantime, I advise caution. To all.",437,2
environment,"60A INT. CORRIDOR - NIGHT (A BIT LATER) 60A Harry, Ron and Hermione walk down the corridor.",438,2
ron,"A Squib's someone who's born into a wizarding family but hasn't got any powers of their own. It's why Filch is trying to learn magic from a Kwikspell course. It's also why he hates students so much. He's bitter. Hermione, who's only been half-listening -- as if trying to unravel something in her mind -- speaks then.",439,2
hermione,Harry. This voice. You said you heard it first in Lockhart's office?,440,2
harry,Yes.,441,2
hermione,And did he hear it?,442,2
harry,He said he didn't.,443,2
ron,Maybe he was lying.,444,2
hermione,"I hardly think someone with Gilderoy Lockhart's credentials would lie to one of his students, Ronald. Besides, if you recall, we didn't hear anything either.",445,2
environment,. 60A HARRY,446,2
harry,"You do believe me, don't you?",447,2
hermione,"'Course we do. It's just... it's a bit weird, isn't it? You hear this voice and then... Mrs. Norris turns up Petrified.",448,2
harry,"I can't explain it -- it was... scary. (frowning) D'you think I should've told them -- Dumbledore and the others, I mean.",449,2
ron,Are you mad!,450,2
hermione,"No, Harry. Even in the wizarding world, hearing voices isn't a good sign.",451,2
environment,"62 INT. PROFESSOR McGONAGALL'S CLASSROOM - MORNING McGonagall stands before the class. Resting on the desk in front of each student, is a different animal. PROFESSOR McGONAGALL Today, we will be turning animals into water goblets. She taps the bird in front of her, three times, with the tip of her wand. It transfigures into a beautiful crystal water goblet. PROFESSOR McGONAGALL Now, who would like to go first... Mr. Weasley? Ron nods. He TAPS his rat, Scabbers, who turns into a goblet with a tail. PROFESSOR McGONAGALL You must replace that wand, Mr. Weasley. Ron nods sheepishly, looks at his broken wand.",452,2
environment,. (A1) 62,453,2
environment,"McGonagall sees Hermione's raised hand. Her untouched animal. PROFESSOR McGONAGALL Yes, Miss Granger?",454,2
hermione,"Professor, I was wondering if you could tell us about the Chamber of Secrets? A HUSH falls over the class. PROFESSOR McGONAGALL My subject is Transfiguration, Miss Granger.",455,2
hermione,"Yes, Professor. But there seems to be very little written about the Chamber of Secrets. For those of us with a personal interest in the subject, that is... disturbing. Malfoy regards Hermione with chilly amusement. McGonagall considers Hermione's question for a long moment, then nods. PROFESSOR McGONAGALL Very well. You all know, of course, that Hogwarts was founded over a thousand years ago by the four greatest witches and wizards of the age (CONTINUED)",456,2
environment,54. 62,457,2
environment,"PROFESSOR McGONAGALL (CONT'D) Godric Gryffindor, Helga Hufflepuff, Rowena Ravenclaw, and Salazar Slytherin. Three of the founders co-existed quite harmoniously. One did not.",458,2
