,emotion,text
2363,sadness,"In the 12/83 my boyfriend asked me to forget him, as it would be  
easy."
2370,sadness,"A close friend travelled to another country. When I knew that he  
would only come back after many years, I felt very sad."
2376,sadness,"When on Christmas day my grandmother died. I received the  
news when I was coming back from a party on the 24th at 5 am."
2383,sadness,A dear friend was removed from the division whre I work.
2390,sadness,"When I knew about my sister's in law finacial situation and what  
she was facing."
2397,sadness,"I felt very sad when I saw the first list from the names of the  
people who entered at the University and my name wasn't there."
2404,sadness,"When I didn't succeed to enter at the University, I felt that the  
college entrance course sistem prejudiced me, that my integrity,  
and effort weren't corresponded."
2411,sadness,"When my boyfriend was changing his behavior there was something  
wrong, I felt sad, because it's desagreable when a relationship  
is ending."
2418,sadness,When I felt alone and without love.
2425,sadness,When I noticed that I do many things to the pregiudice of myself.
2432,sadness,When my dog died.
2439,sadness,"My brother wanted me to buy a flute with him but I didn't accept  
afterwards I regretted it because he became sad."
2446,sadness,"The day that the results of the college entrance examinations for  
the S. Paulo University were published and I didn't find my name  
on the list. Entering this University was my greatest wish, and   
the fact of not having succeded caused a great frustration, and  
not only sadness."
2453,sadness,"I felt sadness when I notice that I'm not important for a  
determinate person. We do many things for a friend, and we see  
soon after, that he doesn't do anything for us, nor thinks of us."
2460,sadness,"I am always sad when my boyfriend goes away. He lives and studies  
in an other city. We have gone steady for 2 and 1/2 years and  
everything is going very well, but sometime this situation makes  
me feel bad and very lonely."
2467,sadness,"One night a very dear person said: ""I hate you"". Of course it was  
an impulse and this person didn't feel that about me. The person  
expressed regret, and everything was settled, but I can't forget."
2474,sadness,When my grandmother died.
2481,sadness,"One day I heard from a friend that the boy I loved had gone out  
with her and not with me."
2488,sadness,"One of the greatest sadness was when my grandfather died, because  
I loved him very much."
2495,sadness,"For not having succeded in getting the job as a translator that I  
wanted."
2502,sadness,"After a disagreement between my parents, when I was alone with my  
father and my sister, the aggression continued, when my father  
tried to put me and my sister against my mother revealing facts  
that had happened in the past like a talk between my father and  
his mother in law where she told him that my mother was not quite  
save."
2509,sadness,"I was watching television. It was about midnight when a very dear  
friend called saying that his father had died in an accident."
2516,sadness,"When I thought for an instant that a very good relationship with  
a person had finished."
2523,sadness,"In a social situation I became interested in a woman. We talked,  
we laughed, we enjoyed each other. She desappeared for a few  
minutes, and a little after appeared with an other man."
2533,sadness,When I felt lack of aid from close friends.
2540,sadness,I didn't get the job I wanted.
2547,sadness,When I got separated from the woman I loved.
2554,sadness,"I feel sadness from the fact that I was not born with a better  
appearance."
2561,sadness,The sudden death of one of my parents.
2562,sadness,"Getting separated from my family for a week caused me a sense of  
sadness."
2569,sadness,"I feel sadness when I only imagine that I could lose a close  
person. Some time ago I lost a man whom aI greatly respected."
2576,sadness,"When I left my boyfriend. I found another girl at his home but he  
did nothing to relieve the situation."
2583,sadness,I got separated form my closest friend. He went to work abroad.
2590,sadness,"I saw a friend of mine who had suffered a very heavy contusion  
after an accident."
2601,sadness,When I couldn't find my dog which was missing.
2611,sadness,"A close friend decided to stop with his study and to go back  
home."
2623,sadness,"I felt sadness when I had to get separated from the woman I loved  
who had to leave for her motherland."
2630,sadness,"My living and working conditions at home were unbearable. We used  
to live in a three room flat together with two more families. The  
discords caused a change - one of the families moved out. The  
other family stayed with us but I drifted away from my fiancT. In  
fact we were two families in the flat. Then I found myself alone  
in the struggle for this life because my fiancT did not stay next  
to me my grief and sorrow took on large proportions. I wanted to  
commit suicide but instead I threw myself against the cause of  
the irritation."
2637,sadness,"A sudden doubt made me run for a long time in a rainy autumn  
night. When I reached the intended place I saw my beloved in  
another man's arms. A sudden blow, grief, I cannot qualify it, it  
is painful for me to remember about it."
2644,sadness,When I quarrelled with my boyfriend.
2653,sadness,"When I had stayed abroad for a long time and I had remembered  
about my friends and relatives. I felt sad and I wanted to see  
them as soon as possible."
2660,sadness,"For the loss of a close friend or relative, but you feel grief  
when you are away from home, too."
2662,sadness,I couldn't be with a girl on whom I was very keen.
2669,sadness,The loss of a very good friend.
2676,sadness,"I feel sad when I see things done against men and nothing could  
stop it - at least I think so."
2683,sadness,When my grandfather died.
2690,sadness,"My brother is a soldier. He promised to come home in a furlough  
but in the last moment he phoned and said that he could not come."
2697,sadness,"We are several friends but our characters are very different and  
we inevitably split in the two extremes. It is sad that I myself  
don't know what to do, I try not to hurt either of the ""parties""  
because there are conflicts to which one I should belong."
2704,sadness,"Sometimes I experience sadness for the Sports High School and for  
my unrealized dreams in the sport. Anyway there I spent six years  
of my life."
2711,sadness,Guy I cared for went back to Canada to live.
2718,sadness,"My brother in law was dying of cancer. To see him wasting away  
was very sad."
2725,sadness,"A boy I look after for the probation service deliberately  
offended to provoke a reaction from the police."
2732,sadness,"I was driving near my girlfriend's house and I decided to keep  
going because it was late and I would be back in the next few  
days anyway. The next day she was killed in a road accident."
2744,sadness,"When, for example, I left for the first time my parents and I  
went to live in Sofia."
2751,sadness,Recently I happened to remain alone for a long time.
2758,sadness,"Feeling unable to preserve one's ideas and ambitions as innocent  
as they are when you are young."
2765,sadness,Getting separated from my girlfriend.
2772,sadness,After the loss of a close relative.
2779,sadness,When one is alone and knows that all the others are celebrating.
2786,sadness,"Sometimes, when I'm alone I am seized by this feeling. But it  
always helps me to come round and at the same time to judge if it  
is worth. Very often this feeling is caused to me by people -  
friends who I love and respect."
2793,sadness,"Summer, heavy rain, storm - I was standing with my face stick to  
the window: the childhood, something was going away forever this  
summer, I was leaving my home, I was going to study in another  
town, for the first time I was leaving my parents, friends, I had  
to manage myself, a long and loved period of my life was over - I  
was crying."
2800,sadness,When the man I loved decided to leave me forever.
2807,sadness,"The thought that I'll never sit at the school desk again, caused  
a deep grief at the end of my eleventh form."
2814,sadness,"My son lives with my parents in the country and I feel this  
feeling always when leaving for Sofia, but the last time it was  
quite strong."
2821,sadness,When I left a man in whom I really believed.
2828,sadness,At an unjust insult or injure.
2835,sadness,"When I am alone and listen to a song which I like very much and  
which I had listened before together with friends."
2842,sadness,"I felt sadness when I remembered my former boyfriend with whom I  
got separated an year ago and when comparing him with my present  
one with whom things are not much of a success."
2849,sadness,My grandmother died.
2856,sadness,"Some months ago my wife gave birth to twin sisters. She had no  
idea of looking after babies and she felt quite oppressed. The  
fact that I couldn't help her caused grief to me."
2863,sadness,From the fact that my husband and I are not in good terms.
2872,sadness,At an irrevocable loss (with respect to human relations).
2879,sadness,At a prolonged separation with my family.
2886,sadness,"My son lives in the country. I feel sadness when I see mothers  
having walks with their children."
2893,sadness,"Alone I am coming back home in the night after the serial  
""explanation""."
2900,sadness,I lost a close friend.
2907,sadness,"When I feel I must be with somebody, to talk with somebody - but  
I am alone."
2914,sadness,It happened that I was alone - with no contacts with friends.
2921,sadness,When my dog was stolen.
2928,sadness,When I failed at the first entrance exam.
2935,sadness,"Sadness - this is an emotion which I have felt very often  
recently. I can't remember a concrete example. I will describe my  
general impression from severl situations which evoked this  
feeling in me."
2942,sadness,"For the girl who halped me go on living and made me happy - when  
I don't see her even for two or three days."
2949,sadness,"Sadness, no, I felt something much stronger when my father died."
2956,sadness,The loss of a person I loved very much.
2963,sadness,"I felt sad when my first boyfriend and I left each other. It was neither  
his fault nor mine."
2975,sadness,"Years ago I fell in love for the first time. as natural for every  
school-girl I was day-dreaming. Later (after 3 years) we left  
each other. No one was to blame but I felt deep sadness. Even now  
I remember about it quite often."
2982,sadness,"My boyfriend is a soldier. He was on a leave. I felt sad when we  
had to get separated again."
2989,sadness,"When my first boyfriend left me. I tried not to let him  
understand I felt miserable."
2996,sadness,"This feeling was quite deep when my friend (girl) died in a car  
accident."
3003,sadness,The loss of a close relative who was ill with cancer.
3010,sadness,"When you are far away from relatives and friends. I feel sad for  
my early years, for the freedom and the carefree years of  
childhood."
3017,sadness,"When I part with my friends I feel always sad for some time. I  
can't remember a concrete example now. For example I have just  
parted with a friend of mine and I am feeling sad."
3024,sadness,When I quarrelled with a very close friend of mine.
3031,sadness,"I met a girl some time ago and I cared very much about her but it  
happened so that we left each other. I felt some sort of sadness, I think  
I can call it so."
3038,sadness,"When my mother and father were on an excursion in Chechoslovakia  
and I was at a student camp and I heard over the radio about the  
events that were taking place there."
3045,sadness,"I felt sad when a friend of mine died and I felt that something  
had irrevocably gone away from me."
3052,sadness,"Always when I get separated from my friends and relatives from my  
home town."
3059,sadness,After my father's death.
3066,sadness,When my first girlfriend an I left each other.
3073,sadness,When I got separated from my first love.
3080,sadness,"The funeral of a friend who was killed in a car accident. She was  
of my own age, there were many of my own friends present, as well  
as her family etc."
3087,sadness,"When I saw my niece (5 yrs) crying in the hallway for her mother  
who had passed away about a month ago."
3094,sadness,"Felt sad about some street kids in QUEII square, Aotea square.  
Because they had been sniffing glue and some were very young. I  
went into the role of a performing clown."
3101,sadness,"When my father a 4th/5th generation colonial (from Eng.) attacked  
me verbally about my chosen partner. A man whom he discarded  
because his colour skin was not white. His ultimate disgust  
saddned me."
3108,sadness,"My dog of 16 and 1/2 years - ""Lord Grey"" died in his sleep - His  
death caused me more and deeper sadness than I thought."
3115,sadness,When my grandmother died very suddenly without warning.
3122,sadness,"I had been living in an overseas city and made the decision to  
leave the city and come home about 12 months before I met a whole  
new set of friends, leaving them at the airport was sad and  
traumatic as they had helped me in many ways and I knew I  
wouldn't see many of them again."
3125,sadness,"When my grandmother, who has been living with us for 14 years,  
had a stroke and was left paralysed on one side. She has been  
quite close to our family and to see her suffer in this way makes  
me feel really sad."
3132,sadness,"So as to be closer to the university I have left home and moved  
into Auckland. It now seems as if I have left home - especially  
my family - forever."
3139,sadness,"When my sister (really my niece) died of cancer at the age of 2  
yrs after I took her to the doctor at the age of 1 and he  
diagnosed it."
3146,sadness,"This occurred when my girlfriend and I have to finish our  
relationship due to some circumstances between her and her  
family. I was really sad, hurt and couldn't really find any  
reason why am I still living. Is this life is all about ? This  
was one of few question which crept up vividly every time I  
thought about what had happened."
3153,sadness,When boyfriend could not stand up to his mother or for himself.
3160,sadness,"My father died. I was away at the time and did not know until two  
days after."
3167,sadness,After my father died suddenly of a heart attack.
3174,sadness,"The saddest I've ever been was when my lover was killed,  
hitch-hiking to work."
3181,sadness,"Sitting in a bus, I heard behind, the voice of a girl I was  
friendly with. After her talking for some time with another girl  
I decided it wasn't her in fact that someone miming her, which it  
was when I finally looked. I was talking to a friend at the time."
3188,sadness,"When my grandmother died - I wasn't sad so much that she'd died  
because she was old, but because she lived in the last few years  
in an old people's home and had nothing very much that was hers -  
no chair, or private space, and when I went to visit she would be  
sitting in the ""lliving"" room the TV room. It was hopeless. And I  
felt awkward so I didn't go and I was sad 'cos how I couldn't."
3190,sadness,"When the girl whom I have lusted after expressed reciprocal  
feelings and then days later changed her mind."
3197,sadness,The death of an animal we had reared.
3204,sadness,"My cat was sick and I had to take him to the vet to be put down -  
no one else there to do it."
3211,sadness,"My girlfriend let me down badly 3 times in one week. These  
instances summed up all the negative aspects of our relationship  
which at the time seemed doomed to fail."
3218,sadness,"Departure of a very close friend - for a long stay overseas,  
sharing in the sorrow of her parents who were left behind."
3225,sadness,"Listening and watching a tape of someone with AIDS being  
prejudiced against at a counselling course on AIDS with 20  
others."
3232,sadness,Death of brother.
3239,sadness,"My paternal grandmother had died. We weren't close but she was  
blood. I didn't cry but I was sad, partly due to her death and  
partly I think, due to the fact that I couldn't/didn't cry."
3246,sadness,"I was in a car accident on the way back from a weekend rowing  
regatta we'd won. 5 others were in the car. I thought I'd never  
be able to row again."
3253,sadness,When my mother died.
3260,sadness,"I felt sad with the two situations I described before. The cat  
and the school. Sadness was intermingled with the other feelings."
3267,sadness,"Enrolling at varsity, being told I couldn't get in to certain  
papers."
3274,sadness,"When someone I was close to became a paranoid schizophrenic and I  
was unable to see this person because of the situation."
3281,sadness,"At the death of my husband's father's mother which occurred  
during university examinations and therefore I was unable to  
attend her funeral."
3288,sadness,On rising. No apparent reason.
3295,sadness,When my uncle died of leukemia at age 35.
3302,sadness,"My mother was unwell and went for many cancer tests. She spent  
time in hospital being opened and closed many times."
3309,sadness,When grandfather died.
3316,sadness,"Close friend leave to go overseas for an indefinite period.  
Farewell scene at airport."
3323,sadness,Watching suffering in Third World country.
3330,sadness,My cat died painfully and slowly.
3337,sadness,"While still at school a friend died of cancer, after being ill  
for a long time, she was 17 yrs old."
3344,sadness,"When my grandfather whom I had met only once for 3 weeks, died  
after several months. I was really sad because he was a lovely  
person and I did not have the means for his company."
3351,sadness,"When I learned that my former boyfriend had become engaged -  
although I was glad that he had found what he wanted, I was very  
sad at my own personal loss, since I had always hoped we might  
one day reconcile."
3358,sadness,"This sounds really predictable and usual but it was absolutely  
heart-rending at the time. My first lover (I was 15) just rang up  
one day and announced that he had found another woman. I never  
saw him again and it hurt because I was positive that it was  
""TRUE LOVE"" !!"
3365,sadness,"I found a baby opposum on the road and took it home and cared for  
it for a week. It had to be force-fed and carried in a fur pouch  
under my jersey. My father had the vet put it to sleep as he said  
they carried diseases."
3372,sadness,"When I got into an argument with someone and was very abusive,  
but they were a close friend and I later regretted it."
3379,sadness,"A) A documentary in which baby fur seals were being  
clubbed/spiked to death by Canadian seal-hunters. Brutally  
graphic.
B) Description of a disfigured orphaned child in Hiroshima  
calling for her mother."
3386,sadness,"My father recently having a heart attack - spending a few months  
in hospital."
3393,sadness,Caused a family disturbance.
3400,sadness,"Social situation - at the pub - a close friend of 2 years told  
the group around us of advances I had made."
3407,sadness,Hearing of the death of a friend who had been skiing.
3414,sadness,"A person I really like left for overseas for a few months, I had  
hoped to go out with her soon."
3421,sadness,"When a very close friend of mine went into hospital for a major  
operation and I couldn't see her for a while as I was not a  
relative she had no relatives in N.Z."
3428,sadness,"At the beginning of the year I moved to a new city - I felt sad  
as I had to leave many friends and family members behind."
3435,sadness,"At my grandfather's funeral - My grandparents virtually raised me  
as my mother was a solo-parent and had to work."
3442,sadness,"When I was told a friend's baby had been born with only partial  
sight. This was her first child and she was not young (the mother  
that is)."
3449,sadness,"When my grandmother died. She stayed with us until I had the age  
of 10. When she died I was 13 and I remember the moment after the  
funeral: I sat on the table and cried."
3456,sadness,When the relationship with my girlfriend broke up.
3463,sadness,"It was a complex situation concerning a relationship with a  
boyfriend, I had broken the relationship for some reasons.  
Meanwhile, as I felt it, I had most sorrow."
3469,sadness,My boyfriend decided to make an end to our relationship.
3476,sadness,I was very sad when my first boyfriend finished our relationship.
3483,sadness,"Tonight in bed when I realised how bad my relationship with my  
friend was."
3490,sadness,"Losing my girlfriend who made an end to our relationship. By this  
I lost an important source of support, certainty and joyful  
moments. I cried very intensly when that happened."
3499,sadness,When they gave away my dog to other people without my knowledge.
3510,sadness,The day I left my first girlfriend.
3517,sadness,I was forced to leave an unforgettable friend.
3524,sadness,"When my dog died.  I had reared it for nearly three years.  It  
had been ill for several days and had not eaten anything.  One  
morning I found it dead."
3535,sadness,"I partly colored my hair black. My mother didn't like it and  
reproached me to be a ""subversive element"". Later on she stated  
that this was due to my friends. As I see it, this all resulted  
from colouring my hair."
3542,sadness,"When my grandmother died, her life was heavy and her last hours  
were terrible."
3549,sadness,"I had to leave Den Helder and all friends and acquaintences,  
after having spend two weeks there with my friends."
3556,sadness,When my last relation broke up.
3563,sadness,"My sister was in coma for 3 months (due to a train accident). Now  
her brainfunctions are disturbed. She will never be able to walk  
and she can hardly talk."
3570,sadness,"My mother was stuck by an apoplectic fit, was hemi-paralyzed and  
suffered an aphasia."
3577,sadness,"I felt very sad when my boyfriend wanted to break our  
relationship. Our relationship lasted two years, we shared  
everything and all this was finished."
3584,sadness,"My boyfriend with whom I had a longlasting relationship, fell in  
love with another girl, then he asked me something which implied  
that he loved that girl more than he loved me."
3591,sadness,"I felt very sad when I left home because I could not stand it any  
longer. I do not regret it, but I missed my little sister very  
much (and she missed me). These feelings wear off over time."
3598,sadness,"The disease and subsequent death of a close acquaintance. Sadness  
was accompanied with feelings of powerlessness (I also  
experienced sadness in the situation described under guilt)."
3605,sadness,When a friend died.
3612,sadness,"When a close friend took leave of me, because she went to Israel  
for one year."
3619,sadness,"I was together with my family one night, a few days after my  
father had died, during that conversation I expressed my  
displeasure because nobody understands me."
3626,sadness,"When a friend, after being free of drugs for half a year, started  
using them again. 
"
3629,sadness,"Watching a football game. This remindes me of the time when my  
father was still alive and when we watched football games on TV  
together."
3636,sadness,A younger brother of a good friend of mine died (asthma).
3643,sadness,"During the funeral of my grandmother, when I saw my mother and  
other family members crying."
3651,sadness,"My father suddenly fell ill. He stayed for 3 months in the  
hospital: the last month on intensive care of the Academic  
Hospital, then he died."
3658,sadness,"When I caused much pain and sorrow to my boyfriend by finishing  
our relationship."
3665,sadness,"I was in a hopeless situation in a dirty place. No study, no  
work, only loneliness."
3672,sadness,"When it suddenly appeared that our dog was dangerously ill and  
probably would die. We had not expected this because he  
was always very healthy. Fortunately he survived because we, in turn,  
gave him medicines during the night."
3679,sadness,"I suffer form a disease of my muscles. However, I cannot talk  
about it and my feelings, the consequence with my parents. They  
try to repress it."
3685,sadness,When I failed the grade seven examination.
3692,sadness,"When my father passed away in 1978.  I was left alone with my  
mother who was very sick so I had to go and live with my aunt, who  
is very short tempered, till my mother was discharged from the  
hospital."
3698,sadness,"My elder brother had been expelled from college and he was so  
frustated that he attempted suicide - he drank bottle fragments.   
I was very sad when I learnt this."
3705,sadness,"When a close relative of mine passed away, it was the first time  
that someone so close to me had died."
3712,sadness,"When an uncle of mine, who was close to me, passed away after  
having had a stroke, before his first daughter could be named."
3716,sadness,My fiancT left me for my best friend.
3723,sadness,The dying of a close member of the family.
3730,sadness,"I had to terminate a training because I wasn't suited for it. I  
was very sad about this, because I very much wanted to finish  
that training."
3737,sadness,"Disappointed love. The girl made an end to our relationship while  
I thought she was in love with me."
3744,sadness,"I have high expectations for my future but if I pursue the  
subject in this manner I will not attain this."
3751,sadness,"An uncle of mine who just retired, having worked hard all his  
life, got a cerebral hemorrhage."
3758,sadness,When my mother was proved to suffer from a very serious disease.
3765,sadness,"Losing a boyfriend for the second time to my friend. He fell in  
love with her. The same thing happened a few months earlier with  
another boyfriend."
3771,sadness,When my father had a cerebral hemorrhage.
3778,sadness,"My girlfriend left the house in which we lived together a few  
months ago. This made me very sad."
3785,sadness,"When I finished a relation after four years, leading to much  
sorrow for the other one and myself (""although it was the best  
solution"")."
3792,sadness,"My boyfriend finished our relationship when I started studying  
psychology in Nijegen, because then we would not be able to meet  
frequently anymore."
3799,sadness,"The end of a relationship (after 4 years) by doing this I hurt  
the other person very much."
3806,sadness,When the mother of a good friend of mine died.
3813,sadness,"A good friend of mine died. During the funeral I felt an intense  
feeling of sadness."
3820,sadness,"My relationship with a boyfriend was finished and I didn't  
succeed a years-course."
3827,sadness,"The death of my mother-in-law after a long sick-bed. at the  
moment of dying I was with her."
3834,sadness,"I had this feeling when my parents distroyed a relationship with  
a boy because they thought he was bad and irresponsible."
3836,sadness,A sudden end to the relationship with my first girlfriend.
3843,sadness,"I was very sad when I had to leave persons with whom I had a very  
intense relationship I also had to leave the environment which  
was part of this."
3850,sadness,"When my best friend got a boyfriend. Because of this a  
relationship of ten years was finished abruptely."
3857,sadness,"A very close friend of mine died. I read it in the newspaper. I  
didn't know what to do and thought about it the whole day."
3864,sadness,"When my gradmother died.  I felt very sad then ... The feeling  
started to be worse after a while."
3871,sadness,"I hadn't been at my parent's place for a long time. When I went to  
visit them I had high expectations, but when I was there it was  
very different from what I expected."
3878,sadness,"There is a boy who I love very much. I asked him to have dinner  
with me, but he refused I don't know why he didn't go with me,  
but I felt very lonely."
3885,sadness,"When I noticed that my parents were not in such a prosperity as  
most people in my surroundings."
3892,sadness,"I had a quarrel with a good friend about the fact that I didn't  
pay her a visit when she expected me to come. Hereafter I was  
very sad because it became a real quarrel."
3899,sadness,When my girlfriend decided to finish our relation.
3906,sadness,"When I realized that it did not make much sense to start a  
relationship with a girl who was not very constructive to  
establish a firm relationship."
3913,sadness,"I felt very lonely, was very dissatisfied with myself when I  
realised that I could feel very jealous of other women because  
of my boyfriend."
3920,sadness,I felt very sad when I heard that a friend had committed suicide.
3927,sadness,"Recently I felt very sad without any reason. It lasted for a few  
days. There was nothing I liked in that period."
3934,sadness,"We had to take our cat to the vet for mercy killing (an  
injection)."
3941,sadness,"When a good friend with whom I had an intimate relationship made  
clear that he didn't want to continue in the same way. He choose  
his girlfriend (also a friend of mine)."
3948,sadness,"My dear hamster (called Hannes) died at the age of 2 and 1/2 years.  
His shape forced me to mercy killing (an injection)."
3955,sadness,"One night I was called and told that the father of a close friend  
died. When I visited my friend at home and when attending the  
funeral I felt very sad."
3962,sadness,"My mother unjustly became very angry with me and sent me to my  
room while my father explained that the way she saw things was  
not correct. I had done things with the best intentions."
3971,sadness,"I had a good relationship with two friends. Once without reason,  
they clearly showed that they thought I was naive, dull and  
unable to take care for myself, while I expostulated that I could  
manage things."
3978,sadness,"I finished the relationship with my boyfriend, after having felt  
myself very unhappy for a long time."
3985,sadness,When I failed the entrance exam to IMEC.
3995,sadness,When my basket ball team lost the qualification at a final.
4002,sadness,"I was to meet a girl in a discotheque.  She was very pretty and I  
was very happy.  But she did not turn up.  Thank God, there were  
some other friends there and I was able to have a more or less  
good time."
4009,sadness,When I had an argument with a friend.
4016,sadness,"A friend of mine called me when I was not at home.  I phoned her  
back to know what she wanted and she told me that she had dialled  
the wrong number."
4023,sadness,The death of a friend.
4030,sadness,"When I learnt that a boy I liked had been with a girl for three  
years."
4037,sadness,"When I learned that a friend of mine had not been speaking to her  
boyfriend for a week after an argument because of unfounded  
jealousy."
4044,sadness,When I saw the pictures of the draught in Etiopia.
4051,sadness,"When I heard the last regulation of the socialist govrenment  
concerning pensions."
4058,sadness,When my parents got divorced.
4065,sadness,When I failed two subjects last year.
4072,sadness,When I learned that two of my friends had had a serious car accident.
4079,sadness,"All my friends arranged to go for an afternoon snack and they did  
not tell me.  They told me that they did not have my phone number  
but I do not think that this was true."
4086,sadness,[ Depressions.]
4093,sadness,"A class-mate died after being two months in coma, after a car  
accident."
4100,sadness,When my grandmother died.
4107,sadness,"The death of a relative, friend, or someone I esteem."
4114,sadness,When my dog died.
4121,sadness,When a class-mate died.
4128,sadness,"A friend of mine who was driving a car ahead of me died in a  
car accident."
4135,sadness,"When summer is over and I have to leave the town where I spend my  
holidays."
4142,sadness,When my parents did not let me go on a study tour.
4149,sadness,"I had a quarrell with my boyfriend and decided to finish with him  
and and my Easter holidays."
4156,sadness,When my mother was operated.
4163,sadness,"A child, 9 years old, died in a stupid way.  He fell from a place  
which was 1 metre high."
4170,sadness,"I phoned two friends and was not able to arrange a meeting with  
either of them, so I had to change my plans."
4177,sadness,The disqualification of two of my mates in the military service.
4184,sadness,When someone in my family died.
4191,sadness,"When I read the diary of the girl with whom I was living, it was  
about another boy with whom she had been going around some time back."
4198,sadness,"My mother was working with a knife and we were all laughing  
heartily.  She was not able to control the knife and stuck it  
deep into her hand."
4205,sadness,When I knew I had to go out with my mother on some errands.
4212,sadness,"When a friend of mine told me that he was going to commit  
suicide."
4219,sadness,"When I saw the film ""Johnny got his gun"" which deals with the  
consequences of the Vietnam war."
4226,sadness,When they told me that my grandfather was rather ill.
4233,sadness,"I was having breakfast with a classmate and suddenly I began to  
cry as I thought of a friend of mine whom I had not seen for a  
long time."
4240,sadness,"I have a very close friend who lives in another city and we have  
been writing to each other for a long time.  The last time I went  
to her city, just to see her, I was disappointed to see how great  
the distance between us was."
4247,sadness,"[ During a summer holiday a French girl and I had becoe back  
home, I felt very sad.]"
4254,sadness,When I had to come back from my village last Christmas.
4261,sadness,"Moving to an unknown place, away from the familiar surroundings  
and into a situation of loneliness."
4267,sadness,"When the train taking me to my military service left the station,  
on the platform remained relatives, projects and goodtimes.  I  
had a hard year ahead."
4274,sadness,I was watching a sad film and it affected me deeply.
4281,sadness,"When I realized that it was impossible for me to be as free as I  
had imagined and that I could not do anythong about it."
4288,sadness,"We went to visit my mother at the residence.  She was crying and  
said that she was about to die.  I believed all her complaints  
and continously thought of the possibility of loosing her."
4295,sadness,I had failed some subjects in mathematics.
4302,sadness,"When my best friend died, at the age of 16."
4309,sadness,A close friend died.
4316,sadness,"A certain person whom I respect and esteem a lot pays me no  
attention.  She keeps up appearances but shows almost no interest  
in me."
4323,sadness,"I was going away, leaving a dear person behind."
4330,sadness,When I am with a friend and we have to leave each other.
4337,sadness,"When I saw in the newspapers, on the T.V, and magazines the  
chaotic situation caused by the drought and hunger in  
Mauritania."
4344,sadness,"A friend of mine was hurt as he thought that our relationship was  
not the same as before and something had gone wrong."
4351,sadness,"When I decided not to out any longer with a girl whom I liked  
quite a lot.  This made me feel low for a some time."
4358,sadness,At my grandfather's death.
4365,sadness,"I received a letter from some friends, who do not live in Madrid,  
telling me that they would not come on holiday.  I had arranged  
everythiing for them."
4372,sadness,"At my grandfather's funeral.  I remembered that the thing he  
liked and respected most was earth, I thought that he had  
attained what he wanted and was not separated from it any longer."
4379,sadness,"I failed a subject despite the fact that I had studied quite a  
lot for it."
4386,sadness,I was told that a friend of mine was going to Mexico for good.
4393,sadness,To say goodbye to dear friends after the holidays.
4400,sadness,"The holidays come to an end, and the next day we had to go back  
to University and to the exams."
4407,sadness,"When my nephew was taken to hospital with meningitis and we did  
not know what would happen."
4414,sadness,"I was selected to do a rest for a foreign ballet but I did not  
have the money to do it."
4421,sadness,"I felt alone among a large number of people.  I was sad to see  
that nobody cared about what was happening to me."
4440,sadness,"The person whom I liked most left me for a friend of mine, after  
several months of mutual help and a profound knowledge of each  
other."
4447,sadness,"When a person whom I loved and admired a lot died.  I felt empty,  
lonely, helpless, without support, not knowing what to do."
4454,sadness,"When I went to see the result of an exam and saw that I had  
failed."
4461,sadness,"A friend of mine told me that my boyfriend had been with another  
girl this Summer.  We had been going out together for four years  
and we had not done so for the last three months.  I could not  
believe it."
4468,sadness,When I came back from my holidays.
4475,sadness,"When my parents and sister went on a trip and I was separated  
from them for about three months."
4482,sadness,"One day, I was home and there was a phone call informing me that  
some of my relatives had died in an accident."
4489,sadness,When my grandfather died.
4496,sadness,When I was told that my uncle had passed away.
4503,sadness,"When the neighbour of a friend of mine was stabbed to death by  
thieves in Kabwe.  They stole his van."
4510,sadness,"When I lost my father on the 25th of September,1970.  He died of  
a sore on the leg."
4517,sadness,"A friend of mine could not make it back to Unza after having  
failed the exams."
4524,sadness,When my girlfriend's nephew passed away.
4531,sadness,"1976, Soweto uprising in South Africa and the racist Gout's  
reaction to the students demands concerning the educational  
system."
4538,sadness,"When I received a message that my brother was seriously ill and  
was in hospital."
4545,sadness,When I received a letter telling me that my mother was very ill.
4552,sadness,When I got divorced from my husband after ten years of marriage.
4559,sadness,"I experienced this emotion when my friend committed suicide after  
we had spent the afternoon playing and discussing life and it's  
problems."
4566,sadness,I felt very sad when my son died after a short illness.
4573,sadness,"When a friend, who has been with me at school, failed to make it  
to UNZA."
4580,sadness,"This happened when one of my uncles died just whan I was  
planning to go and visit him during the next holidays."
4587,sadness,"The day I woke up to find that a kitten I had wanted to keep had  
been eaten by the neighbour's dogs.  It had been locked out by my  
wife who claimed that it had dirtied the sheets."
4594,sadness,When I heard that my nephew had passed away.
4601,sadness,"When I missed the chance of becoming a graduate in mining  
engineering, after having prayed one week in the church I was  
not even selected."
4608,sadness,"When I failed a test at my primary school.  I was then in grade 7  
and we were about to take the main exam."
4615,sadness,"A close relative was at odds with a very powerful firm.  All his  
things had been taken, His dad had died a little before this  
event.  He gathhered his children and vowed to give them a good  
life with a new start - the words were hollow, he bit back his  
tears .....I asked to be excused and then went and cried in the  
loo."
4622,sadness,"My sister was in a hospital, later in the evening we received the  
information that she had died."
4629,sadness,The loss of my mother.
4636,sadness,When a friend left me and went back home for good.
4643,sadness,When I heard about the death of my aunt.
